Name,DT Name,DT Notation
12a_779,12a_779,[4; 14; 18; 24; 16; 20; 2; 22; 6; 12; 10; 8]
12a_780,12a_780,[4; 14; 18; 24; 20; 16; 22; 2; 10; 6; 12; 8]
12a_781,12a_781,[4; 14; 18; 24; 22; 16; 2; 20; 6; 12; 10; 8]
12a_782,12a_782,[4; 14; 18; 24; 22; 20; 2; 8; 6; 12; 10; 16]
12a_783,12a_783,[4; 14; 18; 24; 22; 20; 2; 10; 6; 12; 16; 8]
12a_784,12a_784,[4; 14; 20; 16; 22; 18; 2; 12; 8; 24; 6; 10]
12a_785,12a_785,[4; 14; 20; 18; 16; 6; 2; 24; 22; 12; 10; 8]
12a_786,12a_786,[4; 14; 20; 18; 22; 16; 2; 12; 8; 24; 10; 6]
12a_787,12a_787,[4; 14; 20; 18; 22; 16; 2; 12; 24; 6; 10; 8]
12a_788,12a_788,[4; 14; 20; 18; 24; 6; 2; 8; 22; 12; 10; 16]
12a_789,12a_789,[4; 14; 20; 22; 16; 18; 2; 12; 10; 24; 6; 8]
12a_790,12a_790,[4; 14; 20; 22; 16; 18; 2; 12; 10; 24; 8; 6]
12a_791,12a_791,[4; 14; 20; 22; 18; 16; 2; 12; 10; 24; 6; 8]
12a_792,12a_792,[4; 14; 20; 22; 18; 16; 2; 12; 10; 24; 8; 6]
12a_793,12a_793,[4; 14; 20; 22; 24; 6; 16; 2; 8; 10; 12; 18]
12a_794,12a_794,[4; 14; 20; 22; 24; 16; 18; 2; 12; 10; 6; 8]
12a_795,12a_795,[4; 14; 20; 22; 24; 16; 18; 2; 12; 10; 8; 6]
12a_796,12a_796,[4; 14; 20; 22; 24; 18; 16; 2; 12; 10; 6; 8]
12a_797,12a_797,[4; 14; 20; 22; 24; 18; 16; 2; 12; 10; 8; 6]
12a_798,12a_798,[4; 14; 20; 24; 18; 22; 16; 2; 8; 12; 6; 10]
12a_799,12a_799,[4; 14; 20; 24; 22; 16; 2; 12; 8; 6; 10; 18]
12a_800,12a_800,[4; 14; 22; 24; 18; 20; 16; 2; 12; 10; 8; 6]
12a_801,12a_801,[4; 14; 22; 24; 20; 16; 18; 2; 12; 8; 10; 6]
12a_802,12a_802,[4; 14; 22; 24; 20; 18; 16; 2; 12; 10; 8; 6]
12a_803,12a_803,[4; 14; 24; 22; 20; 18; 16; 2; 12; 10; 8; 6]
12a_804,12a_804,[6; 8; 10; 16; 14; 20; 4; 2; 22; 24; 12; 18]
12a_805,12a_805,[6; 8; 10; 16; 18; 20; 22; 24; 2; 4; 12; 14]
12a_806,12a_806,[6; 8; 10; 16; 18; 20; 22; 24; 2; 4; 14; 12]
12a_807,12a_807,[6; 8; 10; 16; 18; 22; 24; 20; 2; 4; 14; 12]
12a_808,12a_808,[6; 8; 10; 16; 18; 24; 22; 20; 2; 4; 14; 12]
12a_809,12a_809,[6; 8; 10; 18; 16; 20; 22; 4; 2; 24; 12; 14]
12a_810,12a_810,[6; 8; 10; 18; 16; 20; 22; 4; 2; 24; 14; 12]
12a_811,12a_811,[6; 8; 12; 2; 16; 4; 20; 10; 22; 24; 14; 18]
12a_812,12a_812,[6; 8; 12; 2; 16; 22; 4; 20; 24; 10; 14; 18]
12a_813,12a_813,[6; 8; 12; 2; 18; 4; 20; 22; 10; 24; 14; 16]
12a_814,12a_814,[6; 8; 12; 2; 18; 4; 20; 22; 10; 24; 16; 14]
12a_815,12a_815,[6; 8; 12; 2; 18; 4; 20; 22; 24; 10; 14; 16]
12a_816,12a_816,[6; 8; 12; 2; 18; 4; 20; 22; 24; 10; 16; 14]
12a_817,12a_817,[6; 8; 12; 2; 22; 4; 18; 20; 24; 14; 10; 16]
12a_818,12a_818,[6; 8; 12; 2; 22; 16; 4; 20; 24; 10; 14; 18]
12a_819,12a_819,[6; 8; 12; 16; 18; 20; 22; 24; 2; 10; 4; 14]
12a_820,12a_820,[6; 8; 12; 16; 18; 20; 24; 22; 2; 10; 4; 14]
12a_821,12a_821,[6; 8; 12; 16; 20; 18; 24; 22; 2; 10; 4; 14]
12a_822,12a_822,[6; 8; 14; 2; 16; 20; 22; 4; 24; 10; 12; 18]
12a_823,12a_823,[6; 8; 14; 2; 16; 20; 22; 4; 24; 12; 10; 18]
12a_824,12a_824,[6; 8; 14; 2; 18; 20; 4; 22; 24; 10; 12; 16]
12a_825,12a_825,[6; 8; 14; 2; 18; 20; 4; 22; 24; 12; 10; 16]
12a_826,12a_826,[6; 8; 14; 2; 18; 20; 4; 24; 22; 10; 12; 16]
12a_827,12a_827,[6; 8; 14; 2; 18; 20; 4; 24; 22; 12; 10; 16]
12a_828,12a_828,[6; 8; 14; 2; 18; 22; 4; 20; 10; 24; 12; 16]
12a_829,12a_829,[6; 8; 14; 2; 18; 22; 4; 20; 12; 24; 16; 10]
12a_830,12a_830,[6; 8; 14; 2; 18; 22; 4; 20; 24; 12; 16; 10]
12a_831,12a_831,[6; 8; 14; 2; 20; 16; 4; 22; 10; 24; 12; 18]
12a_832,12a_832,[6; 8; 14; 2; 22; 16; 4; 20; 10; 24; 12; 18]
12a_833,12a_833,[6; 8; 14; 16; 4; 20; 22; 2; 24; 10; 12; 18]
12a_834,12a_834,[6; 8; 14; 16; 4; 20; 22; 2; 24; 12; 10; 18]
12a_835,12a_835,[6; 8; 16; 2; 18; 20; 22; 4; 24; 10; 12; 14]
12a_836,12a_836,[6; 8; 16; 2; 18; 20; 22; 4; 24; 10; 14; 12]
12a_837,12a_837,[6; 8; 16; 2; 18; 20; 22; 4; 24; 14; 12; 10]
12a_838,12a_838,[6; 8; 16; 2; 18; 20; 22; 24; 4; 10; 12; 14]
12a_839,12a_839,[6; 8; 16; 2; 18; 20; 22; 24; 4; 10; 14; 12]
12a_840,12a_840,[6; 8; 16; 2; 18; 20; 22; 24; 4; 14; 12; 10]
12a_841,12a_841,[6; 8; 16; 2; 18; 20; 24; 22; 4; 12; 10; 14]
12a_842,12a_842,[6; 8; 16; 2; 18; 22; 20; 4; 24; 14; 12; 10]
12a_843,12a_843,[6; 8; 16; 2; 18; 22; 20; 24; 4; 14; 12; 10]
12a_844,12a_844,[6; 8; 16; 2; 20; 18; 22; 4; 12; 24; 14; 10]
12a_845,12a_845,[6; 8; 16; 2; 20; 18; 22; 4; 24; 10; 14; 12]
12a_846,12a_846,[6; 8; 16; 2; 20; 24; 18; 4; 22; 10; 14; 12]
12a_847,12a_847,[6; 8; 16; 2; 20; 24; 22; 4; 12; 10; 14; 18]
12a_848,12a_848,[6; 8; 16; 14; 4; 20; 22; 2; 24; 10; 12; 18]
12a_849,12a_849,[6; 8; 16; 14; 4; 20; 22; 2; 24; 12; 10; 18]
12a_850,12a_850,[6; 8; 16; 18; 4; 20; 22; 24; 2; 10; 12; 14]
12a_851,12a_851,[6; 8; 16; 18; 4; 20; 22; 24; 2; 10; 14; 12]
12a_852,12a_852,[6; 8; 16; 18; 4; 20; 22; 24; 2; 14; 12; 10]
12a_853,12a_853,[6; 8; 16; 18; 4; 20; 24; 22; 2; 12; 10; 14]
12a_854,12a_854,[6; 8; 16; 18; 4; 22; 20; 24; 2; 14; 12; 10]
12a_855,12a_855,[6; 8; 16; 20; 18; 4; 22; 24; 10; 2; 12; 14]
12a_856,12a_856,[6; 8; 16; 20; 18; 4; 22; 24; 10; 2; 14; 12]
12a_857,12a_857,[6; 8; 16; 22; 18; 20; 4; 24; 12; 10; 2; 14]
12a_858,12a_858,[6; 8; 16; 22; 20; 18; 4; 24; 12; 10; 2; 14]
12a_859,12a_859,[6; 8; 18; 16; 4; 20; 22; 24; 2; 10; 12; 14]
12a_860,12a_860,[6; 8; 18; 16; 4; 20; 22; 24; 2; 10; 14; 12]
12a_861,12a_861,[6; 8; 18; 16; 4; 20; 22; 24; 2; 14; 12; 10]
12a_862,12a_862,[6; 8; 18; 16; 4; 20; 24; 22; 2; 12; 10; 14]
12a_863,12a_863,[6; 8; 18; 16; 4; 22; 20; 24; 2; 14; 12; 10]
12a_864,12a_864,[6; 8; 20; 16; 18; 4; 22; 24; 2; 10; 12; 14]
12a_865,12a_865,[6; 8; 20; 16; 18; 4; 22; 24; 2; 10; 14; 12]
12a_866,12a_866,[6; 10; 12; 14; 18; 20; 24; 8; 22; 2; 4; 16]
12a_867,12a_867,[6; 10; 12; 14; 20; 18; 24; 22; 2; 4; 16; 8]
12a_868,12a_868,[6; 10; 12; 16; 14; 20; 18; 22; 24; 4; 2; 8]
12a_869,12a_869,[6; 10; 12; 16; 18; 20; 22; 24; 8; 2; 4; 14]
12a_870,12a_870,[6; 10; 12; 16; 18; 20; 24; 22; 8; 2; 4; 14]
12a_871,12a_871,[6; 10; 12; 16; 20; 18; 22; 24; 2; 4; 8; 14]
12a_872,12a_872,[6; 10; 12; 16; 20; 18; 24; 22; 2; 4; 8; 14]
12a_873,12a_873,[6; 10; 12; 16; 22; 4; 2; 20; 24; 8; 14; 18]
12a_874,12a_874,[6; 10; 12; 16; 22; 18; 20; 24; 2; 4; 14; 8]
12a_875,12a_875,[6; 10; 12; 16; 22; 20; 18; 8; 24; 4; 2; 14]
12a_876,12a_876,[6; 10; 12; 18; 2; 4; 20; 22; 8; 24; 14; 16]
12a_877,12a_877,[6; 10; 12; 18; 2; 4; 20; 22; 8; 24; 16; 14]
12a_878,12a_878,[6; 10; 12; 18; 2; 4; 20; 22; 24; 8; 14; 16]
12a_879,12a_879,[6; 10; 12; 18; 2; 4; 20; 22; 24; 8; 16; 14]
12a_880,12a_880,[6; 10; 12; 18; 4; 2; 20; 22; 8; 24; 16; 14]
12a_881,12a_881,[6; 10; 12; 18; 4; 2; 20; 22; 24; 8; 14; 16]
12a_882,12a_882,[6; 10; 12; 18; 4; 2; 20; 22; 24; 8; 16; 14]
12a_883,12a_883,[6; 10; 12; 18; 16; 20; 24; 22; 8; 2; 4; 14]
12a_884,12a_884,[6; 10; 12; 18; 22; 16; 20; 4; 2; 24; 14; 8]
12a_885,12a_885,[6; 10; 12; 22; 14; 20; 18; 8; 24; 4; 2; 16]
12a_886,12a_886,[6; 10; 12; 22; 16; 4; 2; 20; 24; 8; 14; 18]
12a_887,12a_887,[6; 10; 12; 22; 16; 18; 24; 20; 2; 4; 8; 14]
12a_888,12a_888,[6; 10; 12; 22; 20; 18; 24; 8; 2; 4; 16; 14]
12a_889,12a_889,[6; 10; 12; 24; 16; 18; 20; 22; 2; 4; 14; 8]
12a_890,12a_890,[6; 10; 12; 24; 16; 18; 22; 20; 2; 4; 14; 8]
12a_891,12a_891,[6; 10; 12; 24; 20; 18; 8; 22; 2; 4; 14; 16]
12a_892,12a_892,[6; 10; 12; 24; 20; 18; 8; 22; 2; 4; 16; 14]
12a_893,12a_893,[6; 10; 12; 24; 22; 16; 20; 4; 2; 8; 14; 18]
12a_894,12a_894,[6; 10; 12; 24; 22; 18; 20; 8; 2; 4; 14; 16]
12a_895,12a_895,[6; 10; 14; 16; 20; 4; 22; 2; 24; 8; 12; 18]
12a_896,12a_896,[6; 10; 14; 16; 22; 18; 20; 24; 2; 12; 4; 8]
12a_897,12a_897,[6; 10; 14; 16; 22; 20; 18; 24; 2; 12; 4; 8]
12a_898,12a_898,[6; 10; 14; 18; 2; 20; 4; 22; 24; 8; 12; 16]
12a_899,12a_899,[6; 10; 14; 18; 2; 20; 4; 24; 22; 8; 12; 16]
12a_900,12a_900,[6; 10; 14; 18; 2; 22; 4; 20; 8; 24; 12; 16]
12a_901,12a_901,[6; 10; 14; 18; 4; 20; 2; 22; 24; 12; 8; 16]
12a_902,12a_902,[6; 10; 14; 18; 4; 20; 2; 24; 22; 12; 8; 16]
12a_903,12a_903,[6; 10; 14; 20; 2; 18; 24; 4; 22; 8; 12; 16]
12a_904,12a_904,[6; 10; 14; 24; 16; 18; 20; 22; 2; 12; 4; 8]
12a_905,12a_905,[6; 10; 14; 24; 16; 20; 18; 22; 2; 12; 4; 8]
12a_906,12a_906,[6; 10; 14; 24; 18; 4; 20; 2; 22; 12; 8; 16]
12a_907,12a_907,[6; 10; 14; 24; 22; 18; 20; 8; 2; 12; 4; 16]
12a_908,12a_908,[6; 10; 14; 24; 22; 20; 18; 8; 2; 12; 4; 16]
12a_909,12a_909,[6; 10; 16; 2; 18; 20; 22; 24; 8; 4; 12; 14]
12a_910,12a_910,[6; 10; 16; 2; 18; 20; 22; 24; 8; 4; 14; 12]
12a_911,12a_911,[6; 10; 16; 2; 18; 22; 24; 20; 8; 4; 14; 12]
12a_912,12a_912,[6; 10; 16; 2; 18; 24; 22; 20; 8; 4; 14; 12]
12a_913,12a_913,[6; 10; 16; 12; 20; 2; 22; 4; 24; 14; 8; 18]
12a_914,12a_914,[6; 10; 16; 14; 20; 4; 22; 2; 24; 12; 8; 18]
12a_915,12a_915,[6; 10; 16; 14; 22; 2; 20; 24; 4; 8; 12; 18]
12a_916,12a_916,[6; 10; 16; 18; 2; 20; 22; 4; 24; 8; 12; 14]
12a_917,12a_917,[6; 10; 16; 18; 2; 20; 22; 4; 24; 8; 14; 12]
12a_918,12a_918,[6; 10; 16; 18; 4; 20; 22; 2; 24; 14; 12; 8]
12a_919,12a_919,[6; 10; 16; 18; 4; 22; 20; 2; 24; 14; 12; 8]
12a_920,12a_920,[6; 10; 16; 18; 20; 4; 22; 24; 2; 8; 12; 14]
12a_921,12a_921,[6; 10; 16; 18; 20; 4; 22; 24; 2; 8; 14; 12]
12a_922,12a_922,[6; 10; 16; 18; 22; 4; 20; 24; 2; 14; 8; 12]
12a_923,12a_923,[6; 10; 16; 20; 2; 18; 22; 24; 4; 8; 12; 14]
12a_924,12a_924,[6; 10; 16; 20; 2; 18; 22; 24; 4; 8; 14; 12]
12a_925,12a_925,[6; 10; 16; 20; 2; 22; 18; 4; 24; 12; 8; 14]
12a_926,12a_926,[6; 10; 16; 20; 18; 4; 22; 24; 2; 8; 12; 14]
12a_927,12a_927,[6; 10; 16; 20; 18; 4; 22; 24; 2; 8; 14; 12]
12a_928,12a_928,[6; 10; 16; 20; 22; 2; 8; 24; 4; 14; 12; 18]
12a_929,12a_929,[6; 10; 16; 20; 22; 18; 4; 24; 12; 2; 8; 14]
12a_930,12a_930,[6; 10; 16; 22; 2; 18; 20; 24; 4; 12; 8; 14]
12a_931,12a_931,[6; 10; 16; 22; 2; 20; 18; 24; 4; 12; 8; 14]
12a_932,12a_932,[6; 10; 16; 22; 14; 2; 20; 4; 24; 8; 12; 18]
12a_933,12a_933,[6; 10; 16; 22; 14; 4; 20; 2; 24; 12; 8; 18]
12a_934,12a_934,[6; 10; 16; 22; 18; 4; 20; 24; 2; 12; 8; 14]
12a_935,12a_935,[6; 10; 16; 22; 20; 2; 8; 4; 24; 14; 12; 18]
12a_936,12a_936,[6; 10; 16; 22; 20; 18; 4; 24; 12; 2; 8; 14]
12a_937,12a_937,[6; 10; 16; 24; 2; 18; 20; 22; 4; 12; 14; 8]
12a_938,12a_938,[6; 10; 16; 24; 2; 18; 20; 22; 4; 14; 12; 8]
12a_939,12a_939,[6; 10; 16; 24; 4; 22; 20; 2; 8; 14; 12; 18]
12a_940,12a_940,[6; 10; 16; 24; 4; 22; 20; 8; 2; 14; 12; 18]
12a_941,12a_941,[6; 10; 16; 24; 18; 4; 20; 22; 2; 12; 14; 8]
12a_942,12a_942,[6; 10; 16; 24; 18; 4; 20; 22; 2; 14; 12; 8]
12a_943,12a_943,[6; 10; 16; 24; 20; 18; 4; 22; 12; 2; 14; 8]
12a_944,12a_944,[6; 10; 18; 2; 16; 20; 22; 4; 8; 24; 12; 14]
12a_945,12a_945,[6; 10; 18; 2; 16; 20; 22; 4; 8; 24; 14; 12]
12a_946,12a_946,[6; 10; 18; 14; 2; 20; 8; 22; 24; 4; 12; 16]
12a_947,12a_947,[6; 10; 18; 14; 2; 20; 8; 24; 22; 4; 12; 16]
12a_948,12a_948,[6; 10; 18; 14; 2; 22; 8; 20; 4; 24; 12; 16]
12a_949,12a_949,[6; 10; 18; 14; 20; 4; 8; 22; 24; 2; 12; 16]
12a_950,12a_950,[6; 10; 18; 14; 20; 4; 8; 24; 22; 2; 12; 16]
12a_951,12a_951,[6; 10; 18; 14; 20; 4; 24; 22; 2; 12; 16; 8]
12a_952,12a_952,[6; 10; 18; 16; 2; 20; 22; 8; 24; 4; 12; 14]
12a_953,12a_953,[6; 10; 18; 16; 2; 20; 22; 8; 24; 4; 14; 12]
12a_954,12a_954,[6; 10; 18; 16; 20; 4; 22; 8; 24; 2; 12; 14]
12a_955,12a_955,[6; 10; 18; 16; 20; 4; 22; 8; 24; 2; 14; 12]
12a_956,12a_956,[6; 10; 18; 16; 20; 4; 22; 24; 2; 12; 8; 14]
12a_957,12a_957,[6; 10; 18; 16; 20; 4; 24; 22; 2; 12; 8; 14]
12a_958,12a_958,[6; 10; 18; 16; 22; 4; 20; 24; 2; 12; 14; 8]
12a_959,12a_959,[6; 10; 18; 16; 22; 4; 20; 24; 2; 14; 12; 8]
12a_960,12a_960,[6; 10; 18; 16; 22; 20; 4; 8; 24; 12; 2; 14]
12a_961,12a_961,[6; 10; 18; 20; 14; 4; 22; 8; 24; 2; 16; 12]
12a_962,12a_962,[6; 10; 18; 22; 2; 16; 24; 20; 4; 12; 8; 14]
12a_963,12a_963,[6; 10; 18; 22; 14; 20; 4; 8; 24; 12; 2; 16]
12a_964,12a_964,[6; 10; 18; 22; 16; 4; 24; 20; 2; 12; 8; 14]
12a_965,12a_965,[6; 10; 18; 22; 20; 4; 24; 8; 2; 12; 16; 14]
12a_966,12a_966,[6; 10; 18; 24; 14; 4; 20; 22; 2; 12; 8; 16]
12a_967,12a_967,[6; 10; 18; 24; 14; 20; 4; 22; 8; 12; 2; 16]
12a_968,12a_968,[6; 10; 18; 24; 16; 2; 20; 22; 4; 8; 14; 12]
12a_969,12a_969,[6; 10; 18; 24; 16; 2; 22; 20; 4; 8; 14; 12]
12a_970,12a_970,[6; 10; 18; 24; 16; 4; 20; 22; 2; 12; 14; 8]
12a_971,12a_971,[6; 10; 18; 24; 16; 4; 20; 22; 2; 14; 12; 8]
12a_972,12a_972,[6; 10; 18; 24; 22; 4; 20; 8; 2; 12; 14; 16]
12a_973,12a_973,[6; 10; 20; 12; 4; 18; 22; 24; 8; 2; 16; 14]
12a_974,12a_974,[6; 10; 20; 12; 4; 18; 24; 22; 8; 2; 16; 14]
12a_975,12a_975,[6; 10; 20; 12; 16; 2; 18; 22; 8; 24; 4; 14]
12a_976,12a_976,[6; 10; 20; 12; 16; 2; 24; 22; 8; 14; 4; 18]
12a_977,12a_977,[6; 10; 20; 12; 18; 2; 22; 24; 8; 4; 16; 14]
12a_978,12a_978,[6; 10; 20; 12; 18; 2; 24; 22; 8; 4; 16; 14]
12a_979,12a_979,[6; 10; 20; 14; 2; 18; 24; 8; 22; 4; 12; 16]
12a_980,12a_980,[6; 10; 20; 14; 18; 4; 24; 8; 22; 2; 12; 16]
12a_981,12a_981,[6; 10; 20; 16; 2; 18; 22; 24; 8; 4; 12; 14]
12a_982,12a_982,[6; 10; 20; 16; 2; 18; 22; 24; 8; 4; 14; 12]
12a_983,12a_983,[6; 10; 20; 16; 2; 22; 18; 8; 24; 12; 4; 14]
12a_984,12a_984,[6; 10; 20; 16; 18; 4; 22; 24; 8; 2; 12; 14]
12a_985,12a_985,[6; 10; 20; 16; 18; 4; 22; 24; 8; 2; 14; 12]
12a_986,12a_986,[6; 10; 20; 16; 22; 18; 4; 24; 2; 12; 14; 8]
12a_987,12a_987,[6; 10; 20; 18; 14; 4; 22; 8; 24; 2; 12; 16]
12a_988,12a_988,[6; 10; 20; 18; 16; 4; 22; 24; 8; 2; 12; 14]
12a_989,12a_989,[6; 10; 20; 18; 16; 4; 22; 24; 8; 2; 14; 12]
12a_990,12a_990,[6; 10; 20; 22; 14; 4; 18; 8; 24; 12; 2; 16]
12a_991,12a_991,[6; 10; 20; 24; 14; 4; 18; 22; 8; 12; 2; 16]
12a_992,12a_992,[6; 10; 20; 24; 16; 18; 2; 22; 4; 12; 8; 14]
12a_993,12a_993,[6; 10; 20; 24; 16; 18; 4; 22; 2; 12; 14; 8]
12a_994,12a_994,[6; 10; 20; 24; 22; 18; 4; 8; 2; 12; 14; 16]
12a_995,12a_995,[6; 10; 22; 14; 4; 18; 20; 24; 8; 12; 2; 16]
12a_996,12a_996,[6; 10; 22; 14; 4; 20; 18; 24; 8; 12; 2; 16]
12a_997,12a_997,[6; 10; 22; 14; 16; 20; 2; 8; 24; 4; 12; 18]
12a_998,12a_998,[6; 10; 22; 14; 18; 20; 2; 24; 8; 4; 12; 16]
12a_999,12a_999,[6; 10; 22; 16; 2; 18; 20; 24; 8; 12; 4; 14]
12a_1000,12a_1000,[6; 10; 22; 16; 2; 20; 18; 24; 8; 12; 4; 14]
12a_1001,12a_1001,[6; 10; 22; 16; 14; 20; 2; 8; 24; 4; 12; 18]
12a_1002,12a_1002,[6; 10; 22; 16; 18; 20; 4; 24; 8; 2; 12; 14]
12a_1003,12a_1003,[6; 10; 22; 16; 20; 4; 18; 24; 8; 12; 2; 14]
12a_1004,12a_1004,[6; 10; 22; 18; 2; 16; 24; 20; 8; 12; 4; 14]
12a_1005,12a_1005,[6; 10; 22; 18; 14; 20; 4; 8; 24; 2; 12; 16]
12a_1006,12a_1006,[6; 10; 22; 18; 16; 20; 4; 24; 8; 2; 12; 14]
12a_1007,12a_1007,[6; 10; 22; 24; 16; 18; 20; 2; 4; 12; 14; 8]
12a_1008,12a_1008,[6; 10; 22; 24; 16; 18; 20; 2; 4; 14; 12; 8]
12a_1009,12a_1009,[6; 10; 22; 24; 16; 18; 20; 4; 2; 12; 14; 8]
12a_1010,12a_1010,[6; 10; 22; 24; 16; 18; 20; 4; 2; 14; 12; 8]
12a_1011,12a_1011,[6; 10; 24; 16; 18; 20; 22; 2; 8; 4; 12; 14]
12a_1012,12a_1012,[6; 10; 24; 16; 18; 20; 22; 2; 8; 4; 14; 12]
12a_1013,12a_1013,[6; 10; 24; 16; 18; 20; 22; 4; 8; 2; 12; 14]
12a_1014,12a_1014,[6; 10; 24; 16; 18; 20; 22; 4; 8; 2; 14; 12]
12a_1015,12a_1015,[6; 10; 24; 18; 16; 20; 22; 2; 8; 4; 12; 14]
12a_1016,12a_1016,[6; 10; 24; 18; 16; 20; 22; 2; 8; 4; 14; 12]
12a_1017,12a_1017,[6; 10; 24; 18; 16; 20; 22; 4; 8; 2; 12; 14]
12a_1018,12a_1018,[6; 10; 24; 18; 16; 20; 22; 4; 8; 2; 14; 12]
12a_1019,12a_1019,[6; 12; 10; 16; 14; 20; 18; 24; 22; 4; 2; 8]
12a_1020,12a_1020,[6; 12; 10; 16; 24; 20; 18; 8; 22; 4; 2; 14]
12a_1021,12a_1021,[6; 12; 10; 18; 20; 16; 22; 4; 2; 24; 14; 8]
12a_1022,12a_1022,[6; 12; 10; 24; 14; 20; 18; 8; 22; 4; 2; 16]
12a_1023,12a_1023,[6; 12; 14; 16; 20; 22; 4; 2; 24; 8; 10; 18]
12a_1024,12a_1024,[6; 12; 14; 16; 20; 22; 4; 2; 24; 10; 8; 18]
12a_1025,12a_1025,[6; 12; 14; 16; 20; 22; 18; 24; 2; 4; 10; 8]
12a_1026,12a_1026,[6; 12; 14; 16; 22; 20; 18; 24; 2; 4; 10; 8]
12a_1027,12a_1027,[6; 12; 14; 18; 20; 2; 4; 22; 24; 8; 10; 16]
12a_1028,12a_1028,[6; 12; 14; 18; 20; 2; 4; 22; 24; 10; 8; 16]
12a_1029,12a_1029,[6; 12; 14; 18; 20; 2; 4; 24; 22; 8; 10; 16]
12a_1030,12a_1030,[6; 12; 14; 18; 20; 2; 4; 24; 22; 10; 8; 16]
12a_1031,12a_1031,[6; 12; 14; 18; 20; 4; 2; 22; 24; 8; 10; 16]
12a_1032,12a_1032,[6; 12; 14; 18; 20; 4; 2; 22; 24; 10; 8; 16]
12a_1033,12a_1033,[6; 12; 14; 18; 20; 4; 2; 24; 22; 8; 10; 16]
12a_1034,12a_1034,[6; 12; 14; 18; 20; 4; 2; 24; 22; 10; 8; 16]
12a_1035,12a_1035,[6; 12; 14; 18; 22; 2; 4; 20; 8; 24; 10; 16]
12a_1036,12a_1036,[6; 12; 14; 18; 22; 2; 4; 20; 10; 24; 16; 8]
12a_1037,12a_1037,[6; 12; 14; 18; 22; 4; 2; 20; 8; 24; 10; 16]
12a_1038,12a_1038,[6; 12; 14; 18; 22; 4; 2; 20; 10; 24; 16; 8]
12a_1039,12a_1039,[6; 12; 14; 20; 22; 16; 4; 2; 24; 10; 8; 18]
12a_1040,12a_1040,[6; 12; 14; 22; 20; 16; 4; 2; 24; 10; 8; 18]
12a_1041,12a_1041,[6; 12; 14; 22; 24; 20; 18; 10; 2; 4; 16; 8]
12a_1042,12a_1042,[6; 12; 14; 24; 20; 22; 18; 8; 2; 4; 10; 16]
12a_1043,12a_1043,[6; 12; 14; 24; 22; 20; 18; 8; 2; 4; 10; 16]
12a_1044,12a_1044,[6; 12; 14; 24; 22; 20; 18; 10; 2; 4; 16; 8]
12a_1045,12a_1045,[6; 12; 16; 14; 20; 22; 2; 24; 4; 8; 10; 18]
12a_1046,12a_1046,[6; 12; 16; 14; 20; 22; 2; 24; 4; 10; 8; 18]
12a_1047,12a_1047,[6; 12; 16; 18; 20; 2; 22; 4; 24; 8; 10; 14]
12a_1048,12a_1048,[6; 12; 16; 18; 20; 2; 22; 4; 24; 10; 8; 14]
12a_1049,12a_1049,[6; 12; 16; 18; 20; 4; 22; 2; 24; 8; 14; 10]
12a_1050,12a_1050,[6; 12; 16; 18; 20; 4; 22; 10; 2; 24; 14; 8]
12a_1051,12a_1051,[6; 12; 16; 18; 20; 22; 4; 24; 2; 8; 10; 14]
12a_1052,12a_1052,[6; 12; 16; 18; 20; 22; 4; 24; 2; 10; 8; 14]
12a_1053,12a_1053,[6; 12; 16; 18; 22; 2; 20; 4; 24; 10; 14; 8]
12a_1054,12a_1054,[6; 12; 16; 18; 22; 4; 20; 2; 24; 14; 8; 10]
12a_1055,12a_1055,[6; 12; 16; 18; 22; 4; 20; 2; 24; 14; 10; 8]
12a_1056,12a_1056,[6; 12; 16; 18; 24; 20; 4; 22; 2; 8; 14; 10]
12a_1057,12a_1057,[6; 12; 16; 20; 18; 4; 22; 2; 10; 24; 14; 8]
12a_1058,12a_1058,[6; 12; 16; 20; 18; 4; 22; 2; 24; 8; 14; 10]
12a_1059,12a_1059,[6; 12; 16; 20; 22; 2; 18; 24; 4; 10; 8; 14]
12a_1060,12a_1060,[6; 12; 16; 20; 22; 18; 4; 24; 2; 10; 8; 14]
12a_1061,12a_1061,[6; 12; 16; 22; 2; 18; 20; 24; 10; 4; 8; 14]
12a_1062,12a_1062,[6; 12; 16; 22; 20; 2; 18; 24; 4; 10; 8; 14]
12a_1063,12a_1063,[6; 12; 16; 22; 20; 18; 4; 24; 2; 10; 8; 14]
12a_1064,12a_1064,[6; 12; 16; 24; 2; 18; 20; 22; 10; 4; 14; 8]
12a_1065,12a_1065,[6; 12; 16; 24; 14; 4; 22; 20; 2; 8; 10; 18]
12a_1066,12a_1066,[6; 12; 16; 24; 18; 20; 4; 22; 2; 10; 14; 8]
12a_1067,12a_1067,[6; 12; 16; 24; 20; 4; 22; 8; 2; 14; 10; 18]
12a_1068,12a_1068,[6; 12; 16; 24; 20; 18; 4; 22; 2; 10; 14; 8]
12a_1069,12a_1069,[6; 12; 16; 24; 22; 4; 20; 2; 8; 14; 10; 18]
12a_1070,12a_1070,[6; 12; 18; 16; 14; 2; 20; 22; 24; 4; 10; 8]
12a_1071,12a_1071,[6; 12; 18; 16; 20; 22; 4; 8; 24; 2; 10; 14]
12a_1072,12a_1072,[6; 12; 18; 16; 20; 22; 4; 24; 2; 14; 10; 8]
