Name,DT Name,DT Notation
11a_101,11a_101,[4; 10; 14; 12; 2; 20; 18; 22; 6; 8; 16]
11a_102,11a_102,[4; 10; 14; 12; 18; 2; 6; 20; 22; 8; 16]
11a_103,11a_103,[4; 10; 14; 12; 18; 2; 6; 22; 20; 8; 16]
11a_104,11a_104,[4; 10; 14; 12; 20; 2; 16; 6; 22; 8; 18]
11a_105,11a_105,[4; 10; 14; 16; 2; 20; 8; 6; 22; 12; 18]
11a_106,11a_106,[4; 10; 14; 16; 2; 20; 18; 6; 8; 22; 12]
11a_107,11a_107,[4; 10; 14; 16; 2; 20; 18; 8; 6; 22; 12]
11a_108,11a_108,[4; 10; 14; 16; 2; 20; 22; 18; 6; 8; 12]
11a_109,11a_109,[4; 10; 14; 16; 2; 20; 22; 18; 8; 6; 12]
11a_110,11a_110,[4; 10; 14; 16; 2; 22; 20; 18; 6; 8; 12]
11a_111,11a_111,[4; 10; 14; 16; 2; 22; 20; 18; 8; 6; 12]
11a_112,11a_112,[4; 10; 14; 16; 18; 2; 20; 6; 22; 12; 8]
11a_113,11a_113,[4; 10; 14; 16; 18; 2; 20; 22; 8; 12; 6]
11a_114,11a_114,[4; 10; 14; 18; 2; 16; 6; 22; 20; 8; 12]
11a_115,11a_115,[4; 10; 14; 18; 2; 20; 6; 22; 12; 8; 16]
11a_116,11a_116,[4; 10; 14; 18; 2; 20; 8; 22; 6; 12; 16]
11a_117,11a_117,[4; 10; 14; 18; 2; 22; 8; 20; 6; 16; 12]
11a_118,11a_118,[4; 10; 14; 18; 12; 2; 8; 20; 22; 6; 16]
11a_119,11a_119,[4; 10; 14; 18; 12; 2; 8; 22; 20; 6; 16]
11a_120,11a_120,[4; 10; 14; 18; 12; 2; 22; 6; 20; 8; 16]
11a_121,11a_121,[4; 10; 14; 18; 12; 2; 22; 8; 20; 6; 16]
11a_122,11a_122,[4; 10; 14; 18; 16; 2; 20; 22; 8; 12; 6]
11a_123,11a_123,[4; 10; 14; 20; 2; 8; 18; 22; 6; 12; 16]
11a_124,11a_124,[4; 10; 14; 20; 2; 16; 8; 22; 12; 6; 18]
11a_125,11a_125,[4; 10; 14; 20; 2; 16; 18; 8; 22; 6; 12]
11a_126,11a_126,[4; 10; 14; 20; 2; 16; 22; 8; 12; 6; 18]
11a_127,11a_127,[4; 10; 14; 20; 2; 22; 18; 8; 12; 6; 16]
11a_128,11a_128,[4; 10; 14; 20; 16; 2; 6; 12; 22; 8; 18]
11a_129,11a_129,[4; 10; 14; 20; 16; 2; 18; 22; 12; 6; 8]
11a_130,11a_130,[4; 10; 14; 20; 16; 2; 18; 22; 12; 8; 6]
11a_131,11a_131,[4; 10; 14; 22; 18; 2; 20; 6; 8; 12; 16]
11a_132,11a_132,[4; 10; 16; 12; 18; 2; 20; 6; 22; 8; 14]
11a_133,11a_133,[4; 10; 16; 14; 2; 20; 8; 6; 22; 12; 18]
11a_134,11a_134,[4; 10; 16; 14; 2; 20; 8; 18; 6; 22; 12]
11a_135,11a_135,[4; 10; 16; 14; 12; 2; 18; 20; 22; 8; 6]
11a_136,11a_136,[4; 10; 16; 14; 18; 2; 8; 20; 22; 12; 6]
11a_137,11a_137,[4; 10; 16; 14; 18; 2; 20; 6; 22; 12; 8]
11a_138,11a_138,[4; 10; 16; 14; 18; 2; 20; 22; 12; 8; 6]
11a_139,11a_139,[4; 10; 16; 18; 2; 20; 22; 8; 6; 14; 12]
11a_140,11a_140,[4; 10; 16; 18; 2; 22; 20; 8; 6; 14; 12]
11a_141,11a_141,[4; 10; 16; 18; 12; 2; 8; 20; 22; 14; 6]
11a_142,11a_142,[4; 10; 16; 18; 12; 2; 20; 22; 6; 8; 14]
11a_143,11a_143,[4; 10; 16; 18; 12; 2; 20; 22; 8; 6; 14]
11a_144,11a_144,[4; 10; 16; 18; 12; 2; 22; 20; 6; 8; 14]
11a_145,11a_145,[4; 10; 16; 18; 12; 2; 22; 20; 8; 6; 14]
11a_146,11a_146,[4; 10; 16; 18; 14; 2; 20; 22; 6; 12; 8]
11a_147,11a_147,[4; 10; 16; 20; 2; 22; 18; 8; 12; 6; 14]
11a_148,11a_148,[4; 10; 16; 20; 12; 2; 18; 6; 22; 8; 14]
11a_149,11a_149,[4; 10; 16; 20; 12; 2; 18; 8; 22; 14; 6]
11a_150,11a_150,[4; 10; 16; 20; 12; 2; 18; 22; 8; 14; 6]
11a_151,11a_151,[4; 10; 16; 20; 14; 2; 18; 22; 12; 6; 8]
11a_152,11a_152,[4; 10; 16; 20; 14; 2; 18; 22; 12; 8; 6]
11a_153,11a_153,[4; 10; 18; 12; 2; 8; 20; 22; 6; 16; 14]
11a_154,11a_154,[4; 10; 18; 12; 2; 8; 22; 20; 6; 16; 14]
11a_155,11a_155,[4; 10; 18; 12; 2; 16; 20; 8; 22; 14; 6]
11a_156,11a_156,[4; 10; 18; 12; 14; 2; 8; 20; 22; 6; 16]
11a_157,11a_157,[4; 10; 18; 12; 16; 2; 20; 8; 22; 6; 14]
11a_158,11a_158,[4; 10; 18; 14; 2; 16; 20; 8; 22; 6; 12]
11a_159,11a_159,[4; 10; 18; 14; 2; 22; 8; 20; 6; 16; 12]
11a_160,11a_160,[4; 10; 18; 14; 2; 22; 20; 8; 12; 6; 16]
11a_161,11a_161,[4; 10; 18; 14; 12; 2; 8; 20; 22; 6; 16]
11a_162,11a_162,[4; 10; 18; 14; 16; 2; 6; 20; 22; 12; 8]
11a_163,11a_163,[4; 10; 18; 14; 16; 2; 20; 8; 22; 12; 6]
11a_164,11a_164,[4; 10; 18; 14; 16; 2; 20; 22; 12; 6; 8]
11a_165,11a_165,[4; 10; 18; 16; 2; 20; 22; 8; 6; 14; 12]
11a_166,11a_166,[4; 10; 18; 16; 2; 22; 20; 8; 6; 14; 12]
11a_167,11a_167,[4; 10; 18; 16; 12; 2; 8; 20; 22; 14; 6]
11a_168,11a_168,[4; 10; 18; 16; 14; 2; 20; 8; 22; 12; 6]
11a_169,11a_169,[4; 10; 18; 16; 14; 2; 20; 22; 6; 12; 8]
11a_170,11a_170,[4; 10; 18; 20; 2; 16; 6; 8; 22; 14; 12]
11a_171,11a_171,[4; 10; 18; 20; 2; 22; 6; 8; 12; 14; 16]
11a_172,11a_172,[4; 10; 18; 22; 14; 2; 20; 8; 6; 12; 16]
11a_173,11a_173,[4; 10; 20; 14; 2; 8; 18; 22; 6; 12; 16]
11a_174,11a_174,[4; 12; 14; 16; 18; 2; 22; 6; 20; 8; 10]
11a_175,11a_175,[4; 12; 14; 16; 18; 2; 22; 6; 20; 10; 8]
11a_176,11a_176,[4; 12; 14; 16; 18; 2; 22; 20; 8; 6; 10]
11a_177,11a_177,[4; 12; 14; 16; 18; 2; 22; 20; 8; 10; 6]
11a_178,11a_178,[4; 12; 14; 16; 18; 2; 22; 20; 10; 8; 6]
11a_179,11a_179,[4; 12; 14; 16; 18; 20; 2; 6; 8; 22; 10]
11a_180,11a_180,[4; 12; 14; 16; 18; 20; 2; 6; 22; 10; 8]
11a_181,11a_181,[4; 12; 14; 16; 18; 20; 2; 8; 6; 22; 10]
11a_182,11a_182,[4; 12; 14; 16; 18; 20; 2; 22; 8; 10; 6]
11a_183,11a_183,[4; 12; 14; 16; 18; 20; 2; 22; 10; 8; 6]
11a_184,11a_184,[4; 12; 14; 16; 18; 22; 2; 20; 8; 10; 6]
11a_185,11a_185,[4; 12; 14; 16; 18; 22; 2; 20; 10; 8; 6]
11a_186,11a_186,[4; 12; 14; 16; 20; 2; 10; 6; 22; 8; 18]
11a_187,11a_187,[4; 12; 14; 16; 20; 2; 22; 8; 6; 10; 18]
11a_188,11a_188,[4; 12; 14; 16; 20; 18; 2; 6; 22; 10; 8]
11a_189,11a_189,[4; 12; 14; 16; 22; 18; 2; 20; 10; 6; 8]
11a_190,11a_190,[4; 12; 14; 18; 16; 2; 22; 20; 8; 6; 10]
11a_191,11a_191,[4; 12; 14; 18; 20; 2; 10; 22; 6; 8; 16]
11a_192,11a_192,[4; 12; 14; 18; 20; 2; 10; 22; 8; 6; 16]
11a_193,11a_193,[4; 12; 14; 18; 20; 16; 2; 22; 10; 8; 6]
11a_194,11a_194,[4; 12; 14; 20; 16; 18; 2; 22; 10; 6; 8]
11a_195,11a_195,[4; 12; 14; 20; 18; 16; 2; 22; 10; 8; 6]
11a_196,11a_196,[4; 12; 14; 20; 22; 18; 2; 8; 10; 6; 16]
11a_197,11a_197,[4; 12; 16; 14; 18; 2; 8; 22; 20; 10; 6]
11a_198,11a_198,[4; 12; 16; 14; 18; 2; 22; 6; 20; 10; 8]
11a_199,11a_199,[4; 12; 16; 14; 18; 20; 2; 6; 22; 10; 8]
11a_200,11a_200,[4; 12; 16; 14; 20; 2; 10; 6; 22; 8; 18]
11a_201,11a_201,[4; 12; 16; 14; 20; 18; 2; 6; 22; 10; 8]
11a_202,11a_202,[4; 12; 16; 18; 14; 20; 2; 8; 6; 22; 10]
11a_203,11a_203,[4; 12; 16; 18; 20; 2; 22; 10; 6; 8; 14]
11a_204,11a_204,[4; 12; 16; 18; 20; 2; 22; 10; 8; 6; 14]
11a_205,11a_205,[4; 12; 16; 18; 20; 14; 2; 10; 22; 8; 6]
11a_206,11a_206,[4; 12; 16; 18; 20; 14; 2; 22; 6; 8; 10]
11a_207,11a_207,[4; 12; 16; 18; 20; 14; 2; 22; 6; 10; 8]
11a_208,11a_208,[4; 12; 16; 18; 20; 14; 2; 22; 10; 8; 6]
11a_209,11a_209,[4; 12; 16; 20; 14; 18; 2; 8; 22; 10; 6]
11a_210,11a_210,[4; 12; 16; 20; 18; 14; 2; 10; 22; 8; 6]
11a_211,11a_211,[4; 12; 16; 20; 18; 14; 2; 22; 10; 8; 6]
11a_212,11a_212,[4; 12; 16; 22; 18; 2; 8; 6; 20; 10; 14]
11a_213,11a_213,[4; 12; 16; 22; 18; 2; 20; 10; 6; 14; 8]
11a_214,11a_214,[4; 12; 16; 22; 20; 18; 2; 6; 14; 10; 8]
11a_215,11a_215,[4; 12; 18; 14; 16; 2; 22; 20; 10; 6; 8]
11a_216,11a_216,[4; 12; 18; 14; 20; 2; 22; 8; 10; 6; 16]
11a_217,11a_217,[4; 12; 18; 14; 20; 16; 2; 8; 22; 6; 10]
11a_218,11a_218,[4; 12; 18; 16; 20; 14; 2; 8; 22; 10; 6]
11a_219,11a_219,[4; 12; 18; 16; 20; 14; 2; 22; 6; 10; 8]
11a_220,11a_220,[4; 12; 18; 20; 14; 2; 10; 22; 8; 6; 16]
11a_221,11a_221,[4; 12; 18; 20; 14; 16; 2; 10; 22; 6; 8]
11a_222,11a_222,[4; 12; 18; 20; 14; 16; 2; 10; 22; 8; 6]
11a_223,11a_223,[4; 12; 18; 20; 16; 2; 22; 8; 10; 6; 14]
11a_224,11a_224,[4; 12; 18; 20; 16; 2; 22; 10; 8; 6; 14]
11a_225,11a_225,[4; 12; 18; 20; 16; 14; 2; 10; 22; 6; 8]
11a_226,11a_226,[4; 12; 18; 20; 16; 14; 2; 10; 22; 8; 6]
11a_227,11a_227,[4; 12; 18; 22; 16; 2; 8; 20; 10; 6; 14]
11a_228,11a_228,[4; 12; 18; 22; 20; 14; 2; 8; 6; 10; 16]
11a_229,11a_229,[4; 12; 20; 18; 14; 2; 10; 22; 8; 6; 16]
11a_230,11a_230,[4; 12; 20; 18; 16; 2; 22; 10; 8; 6; 14]
11a_231,11a_231,[4; 14; 10; 12; 18; 6; 2; 20; 22; 8; 16]
11a_232,11a_232,[4; 14; 10; 16; 22; 18; 2; 20; 6; 12; 8]
11a_233,11a_233,[4; 14; 10; 20; 22; 18; 2; 8; 6; 12; 16]
11a_234,11a_234,[4; 14; 16; 18; 20; 22; 2; 12; 6; 8; 10]
11a_235,11a_235,[4; 14; 16; 18; 20; 22; 2; 12; 6; 10; 8]
11a_236,11a_236,[4; 14; 16; 18; 20; 22; 2; 12; 10; 8; 6]
11a_237,11a_237,[4; 14; 16; 18; 22; 20; 2; 12; 8; 6; 10]
11a_238,11a_238,[4; 14; 16; 20; 18; 22; 2; 12; 10; 8; 6]
11a_239,11a_239,[4; 14; 18; 20; 22; 6; 2; 8; 10; 12; 16]
11a_240,11a_240,[4; 14; 18; 20; 22; 16; 2; 10; 12; 6; 8]
11a_241,11a_241,[4; 14; 18; 20; 22; 16; 2; 10; 12; 8; 6]
11a_242,11a_242,[4; 14; 18; 20; 22; 16; 2; 12; 10; 6; 8]
11a_243,11a_243,[4; 14; 18; 20; 22; 16; 2; 12; 10; 8; 6]
11a_244,11a_244,[4; 14; 18; 22; 16; 20; 2; 8; 12; 6; 10]
11a_245,11a_245,[4; 14; 20; 22; 16; 18; 2; 12; 10; 8; 6]
11a_246,11a_246,[4; 14; 20; 22; 18; 16; 2; 12; 10; 8; 6]
11a_247,11a_247,[4; 14; 22; 20; 18; 16; 2; 12; 10; 8; 6]
11a_248,11a_248,[6; 8; 10; 18; 16; 20; 22; 4; 2; 14; 12]
11a_249,11a_249,[6; 8; 10; 18; 16; 22; 20; 4; 2; 14; 12]
11a_250,11a_250,[6; 8; 12; 2; 14; 18; 4; 20; 22; 10; 16]
11a_251,11a_251,[6; 8; 12; 2; 16; 18; 4; 20; 22; 14; 10]
11a_252,11a_252,[6; 8; 12; 2; 18; 16; 4; 20; 22; 14; 10]
11a_253,11a_253,[6; 8; 12; 2; 18; 20; 4; 10; 22; 14; 16]
11a_254,11a_254,[6; 8; 12; 2; 20; 18; 4; 10; 22; 14; 16]
11a_255,11a_255,[6; 8; 12; 20; 16; 18; 22; 4; 10; 2; 14]
11a_256,11a_256,[6; 8; 12; 20; 18; 16; 22; 4; 10; 2; 14]
11a_257,11a_257,[6; 8; 14; 2; 16; 18; 20; 4; 22; 12; 10]
11a_258,11a_258,[6; 8; 14; 2; 16; 20; 18; 4; 22; 12; 10]
11a_259,11a_259,[6; 8; 14; 2; 18; 20; 4; 22; 12; 10; 16]
11a_260,11a_260,[6; 8; 14; 2; 20; 18; 4; 22; 12; 10; 16]
11a_261,11a_261,[6; 8; 14; 16; 4; 18; 20; 2; 22; 12; 10]
11a_262,11a_262,[6; 8; 14; 16; 4; 20; 18; 2; 22; 12; 10]
11a_263,11a_263,[6; 8; 16; 2; 20; 22; 18; 4; 12; 14; 10]
11a_264,11a_264,[6; 8; 16; 14; 4; 18; 20; 2; 22; 12; 10]
11a_265,11a_265,[6; 8; 16; 14; 4; 20; 18; 2; 22; 12; 10]
11a_266,11a_266,[6; 10; 12; 14; 16; 18; 22; 20; 4; 2; 8]
11a_267,11a_267,[6; 10; 12; 14; 20; 18; 22; 8; 4; 2; 16]
11a_268,11a_268,[6; 10; 12; 18; 20; 16; 22; 4; 2; 8; 14]
11a_269,11a_269,[6; 10; 12; 20; 16; 18; 22; 8; 4; 2; 14]
11a_270,11a_270,[6; 10; 12; 20; 18; 16; 22; 4; 2; 8; 14]
11a_271,11a_271,[6; 10; 12; 22; 16; 18; 8; 20; 4; 2; 14]
11a_272,11a_272,[6; 10; 12; 22; 18; 16; 20; 4; 2; 14; 8]
11a_273,11a_273,[6; 10; 14; 16; 20; 4; 18; 2; 22; 12; 8]
11a_274,11a_274,[6; 10; 14; 18; 2; 20; 22; 4; 12; 8; 16]
11a_275,11a_275,[6; 10; 14; 20; 2; 18; 4; 22; 12; 8; 16]
11a_276,11a_276,[6; 10; 14; 20; 4; 18; 2; 22; 8; 12; 16]
11a_277,11a_277,[6; 10; 16; 12; 4; 18; 20; 22; 2; 8; 14]
11a_278,11a_278,[6; 10; 16; 12; 4; 18; 22; 20; 2; 8; 14]
11a_279,11a_279,[6; 10; 16; 12; 18; 2; 20; 22; 4; 8; 14]
11a_280,11a_280,[6; 10; 16; 12; 18; 2; 22; 20; 4; 8; 14]
11a_281,11a_281,[6; 10; 16; 12; 20; 2; 18; 4; 22; 8; 14]
11a_282,11a_282,[6; 10; 16; 14; 4; 18; 20; 22; 2; 12; 8]
11a_283,11a_283,[6; 10; 16; 14; 18; 2; 20; 22; 4; 12; 8]
11a_284,11a_284,[6; 10; 16; 14; 20; 4; 18; 2; 22; 8; 12]
11a_285,11a_285,[6; 10; 16; 14; 20; 18; 2; 22; 12; 4; 8]
11a_286,11a_286,[6; 10; 16; 18; 14; 2; 20; 4; 22; 12; 8]
11a_287,11a_287,[6; 10; 16; 18; 20; 2; 8; 4; 22; 12; 14]
11a_288,11a_288,[6; 10; 16; 18; 20; 4; 8; 2; 22; 14; 12]
11a_289,11a_289,[6; 10; 16; 20; 4; 18; 8; 22; 2; 12; 14]
11a_290,11a_290,[6; 10; 16; 20; 18; 2; 8; 22; 4; 12; 14]
11a_291,11a_291,[6; 10; 16; 22; 4; 18; 20; 2; 8; 12; 14]
11a_292,11a_292,[6; 10; 16; 22; 4; 18; 20; 2; 8; 14; 12]
11a_293,11a_293,[6; 10; 16; 22; 4; 18; 20; 8; 2; 12; 14]
11a_294,11a_294,[6; 10; 16; 22; 4; 18; 20; 8; 2; 14; 12]
11a_295,11a_295,[6; 10; 16; 22; 18; 2; 20; 8; 4; 12; 14]
11a_296,11a_296,[6; 10; 16; 22; 18; 2; 20; 8; 4; 14; 12]
11a_297,11a_297,[6; 10; 16; 22; 20; 18; 2; 8; 12; 4; 14]
11a_298,11a_298,[6; 10; 18; 2; 16; 20; 22; 4; 8; 14; 12]
11a_299,11a_299,[6; 10; 18; 2; 16; 22; 20; 4; 8; 14; 12]
11a_300,11a_300,[6; 10; 18; 14; 2; 20; 22; 8; 12; 4; 16]
11a_301,11a_301,[6; 10; 18; 14; 16; 4; 22; 20; 12; 2; 8]
11a_302,11a_302,[6; 10; 18; 14; 20; 4; 22; 8; 12; 2; 16]
11a_303,11a_303,[6; 10; 18; 22; 16; 4; 8; 20; 12; 2; 14]
11a_304,11a_304,[6; 10; 20; 14; 2; 18; 8; 22; 12; 4; 16]
11a_305,11a_305,[6; 12; 10; 22; 16; 18; 20; 8; 4; 2; 14]
11a_306,11a_306,[6; 12; 14; 16; 18; 20; 4; 2; 22; 10; 8]
11a_307,11a_307,[6; 12; 14; 16; 20; 18; 4; 2; 22; 10; 8]
11a_308,11a_308,[6; 12; 14; 18; 20; 2; 4; 22; 10; 8; 16]
11a_309,11a_309,[6; 12; 14; 18; 20; 4; 2; 22; 10; 8; 16]
11a_310,11a_310,[6; 12; 14; 20; 18; 2; 4; 22; 10; 8; 16]
11a_311,11a_311,[6; 12; 14; 20; 18; 4; 2; 22; 10; 8; 16]
11a_312,11a_312,[6; 12; 16; 14; 18; 20; 2; 22; 4; 10; 8]
11a_313,11a_313,[6; 12; 16; 14; 20; 18; 2; 22; 4; 10; 8]
11a_314,11a_314,[6; 12; 16; 18; 14; 4; 20; 22; 2; 8; 10]
11a_315,11a_315,[6; 12; 16; 18; 22; 4; 20; 10; 2; 8; 14]
11a_316,11a_316,[6; 12; 16; 20; 22; 4; 18; 10; 2; 14; 8]
11a_317,11a_317,[6; 12; 16; 20; 22; 18; 2; 10; 4; 14; 8]
11a_318,11a_318,[6; 12; 16; 22; 18; 2; 20; 4; 8; 14; 10]
11a_319,11a_319,[6; 12; 16; 22; 18; 4; 20; 2; 8; 10; 14]
11a_320,11a_320,[6; 12; 16; 22; 18; 4; 20; 2; 10; 8; 14]
11a_321,11a_321,[6; 12; 16; 22; 18; 20; 2; 8; 4; 10; 14]
11a_322,11a_322,[6; 12; 16; 22; 20; 4; 18; 8; 2; 10; 14]
11a_323,11a_323,[6; 12; 16; 22; 20; 4; 18; 10; 2; 14; 8]
11a_324,11a_324,[6; 12; 16; 22; 20; 18; 2; 8; 4; 10; 14]
11a_325,11a_325,[6; 12; 16; 22; 20; 18; 2; 10; 4; 14; 8]
11a_326,11a_326,[6; 12; 18; 14; 22; 4; 20; 8; 10; 2; 16]
11a_327,11a_327,[6; 12; 18; 16; 14; 4; 20; 22; 2; 10; 8]
11a_328,11a_328,[6; 12; 18; 16; 22; 4; 20; 8; 2; 10; 14]
11a_329,11a_329,[6; 12; 18; 22; 14; 4; 20; 8; 2; 10; 16]
11a_330,11a_330,[6; 12; 18; 22; 16; 4; 20; 8; 10; 2; 14]
11a_331,11a_331,[6; 12; 18; 22; 16; 4; 20; 10; 8; 2; 14]
11a_332,11a_332,[6; 14; 10; 18; 2; 22; 20; 4; 12; 8; 16]
11a_333,11a_333,[6; 14; 12; 16; 20; 18; 4; 2; 22; 10; 8]
11a_334,11a_334,[6; 14; 16; 18; 20; 22; 2; 4; 12; 8; 10]
11a_335,11a_335,[6; 14; 16; 18; 20; 22; 2; 4; 12; 10; 8]
11a_336,11a_336,[6; 14; 16; 18; 20; 22; 4; 2; 12; 8; 10]
11a_337,11a_337,[6; 14; 16; 18; 20; 22; 4; 2; 12; 10; 8]
11a_338,11a_338,[6; 14; 16; 20; 22; 18; 2; 4; 10; 12; 8]
11a_339,11a_339,[6; 14; 16; 20; 22; 18; 2; 4; 12; 10; 8]
11a_340,11a_340,[6; 14; 16; 20; 22; 18; 4; 2; 10; 12; 8]
11a_341,11a_341,[6; 14; 16; 20; 22; 18; 4; 2; 12; 10; 8]
11a_342,11a_342,[6; 14; 16; 22; 20; 18; 2; 4; 12; 10; 8]
11a_343,11a_343,[6; 14; 16; 22; 20; 18; 4; 2; 12; 10; 8]
11a_344,11a_344,[6; 14; 18; 16; 20; 22; 4; 8; 2; 12; 10]
11a_345,11a_345,[6; 14; 18; 16; 22; 20; 4; 8; 2; 12; 10]
11a_346,11a_346,[6; 16; 12; 18; 20; 4; 22; 10; 2; 8; 14]
11a_347,11a_347,[6; 16; 12; 20; 18; 4; 22; 10; 2; 8; 14]
11a_348,11a_348,[6; 18; 16; 12; 4; 2; 20; 22; 10; 8; 14]
11a_349,11a_349,[6; 18; 16; 12; 4; 2; 22; 20; 10; 8; 14]
11a_350,11a_350,[6; 18; 16; 14; 4; 2; 20; 22; 10; 12; 8]
11a_351,11a_351,[6; 18; 16; 14; 20; 4; 2; 22; 12; 8; 10]
11a_352,11a_352,[6; 18; 16; 14; 20; 4; 2; 22; 12; 10; 8]
11a_353,11a_353,[8; 12; 16; 18; 22; 4; 20; 2; 6; 10; 14]
11a_354,11a_354,[8; 12; 16; 20; 2; 18; 22; 6; 4; 10; 14]
11a_355,11a_355,[8; 14; 16; 18; 20; 22; 2; 4; 6; 12; 10]
11a_356,11a_356,[8; 14; 16; 18; 20; 22; 2; 6; 4; 12; 10]
11a_357,11a_357,[8; 14; 16; 18; 20; 22; 6; 4; 2; 12; 10]
11a_358,11a_358,[8; 14; 16; 18; 22; 20; 2; 4; 6; 12; 10]
11a_359,11a_359,[8; 14; 16; 18; 22; 20; 2; 6; 4; 12; 10]
11a_360,11a_360,[8; 14; 16; 18; 22; 20; 6; 4; 2; 12; 10]
11a_361,11a_361,[8; 14; 18; 16; 20; 22; 4; 2; 6; 12; 10]
11a_362,11a_362,[8; 14; 18; 16; 22; 20; 4; 2; 6; 12; 10]
11a_363,11a_363,[8; 16; 14; 18; 22; 20; 6; 4; 2; 12; 10]
11a_364,11a_364,[10; 14; 16; 18; 20; 22; 2; 4; 6; 8; 12]
11a_365,11a_365,[10; 14; 16; 18; 20; 22; 2; 4; 8; 6; 12]
11a_366,11a_366,[10; 14; 16; 18; 20; 22; 4; 2; 8; 6; 12]
11a_367,11a_367,[12; 14; 16; 18; 20; 22; 2; 4; 6; 8; 10]
11n_1,11n_1,[4; 8; 10; 14; 2; -16; -20; 6; -22; -12; -18]
11n_2,11n_2,[4; 8; 10; -14; 2; 16; 20; -6; 22; 12; 18]
11n_3,11n_3,[4; 8; 10; -14; 2; -16; -20; -6; -22; -12; -18]
11n_4,11n_4,[4; 8; 10; 14; 2; 18; 6; -20; 12; -22; -16]
11n_5,11n_5,[4; 8; 10; 14; 2; -18; 6; 20; -12; 22; 16]
11n_6,11n_6,[4; 8; 10; 14; 2; -18; 6; -20; -12; -22; -16]
11n_7,11n_7,[4; 8; 10; -14; 2; 18; -6; 20; 12; 22; 16]
11n_8,11n_8,[4; 8; 10; -14; 2; -18; -6; -20; -12; -22; -16]
11n_9,11n_9,[4; 8; 10; 14; 2; -18; 6; -20; -22; -12; -16]
11n_10,11n_10,[4; 8; 10; -14; 2; 18; -6; 20; 22; 12; 16]
11n_11,11n_11,[4; 8; 10; -14; 2; -18; -6; -20; -22; -12; -16]
11n_12,11n_12,[4; 8; 10; -14; 2; -18; -6; -22; -20; -12; -16]
11n_13,11n_13,[4; 8; 10; 16; 2; -18; -20; 6; -22; -12; -14]
11n_14,11n_14,[4; 8; 10; -16; 2; 18; 20; -6; 22; 12; 14]
11n_15,11n_15,[4; 8; 10; -16; 2; -18; -20; -6; -22; -12; -14]
11n_16,11n_16,[4; 8; 10; 16; 2; -18; -20; 6; -22; -14; -12]
11n_17,11n_17,[4; 8; 10; -16; 2; 18; 20; -6; 22; 14; 12]
11n_18,11n_18,[4; 8; 10; -16; 2; -18; -20; -6; -22; -14; -12]
11n_19,11n_19,[4; 8; 10; -16; 2; -18; -20; -22; -6; -12; -14]
11n_20,11n_20,[4; 8; 10; -16; 2; -18; -20; -22; -6; -14; -12]
11n_21,11n_21,[4; 8; 12; 2; -14; -18; 6; -20; -10; -22; -16]
11n_22,11n_22,[4; 8; -12; 2; 14; 18; -6; 20; 10; 22; 16]
11n_23,11n_23,[4; 8; -12; 2; -14; -18; -6; -20; -10; -22; -16]
11n_24,11n_24,[4; 8; 12; 2; 14; -18; 6; -20; -22; -10; -16]
11n_25,11n_25,[4; 8; 12; 2; -14; -18; 6; -20; -22; -10; -16]
11n_26,11n_26,[4; 8; -12; 2; 14; 18; -6; 20; 22; 10; 16]
11n_27,11n_27,[4; 8; -12; 2; -14; -18; -6; -20; -22; -10; -16]
11n_28,11n_28,[4; 8; 12; 2; -14; -18; 6; -22; -20; -10; -16]
11n_29,11n_29,[4; 8; -12; 2; 14; 18; -6; 22; 20; 10; 16]
11n_30,11n_30,[4; 8; -12; 2; -14; -18; -6; -22; -20; -10; -16]
11n_31,11n_31,[4; 8; 12; 2; -16; 6; -20; -10; -22; -14; -18]
11n_32,11n_32,[4; 8; -12; 2; 16; -6; 20; 10; 22; 14; 18]
11n_33,11n_33,[4; 8; -12; 2; -16; -6; -20; -10; -22; -14; -18]
11n_34,11n_34,[4; 8; 12; 2; -16; -18; 6; -20; -22; -14; -10]
11n_35,11n_35,[4; 8; -12; 2; 16; 18; -6; 20; 22; 14; 10]
11n_36,11n_36,[4; 8; -12; 2; -16; -18; -6; -20; -22; -14; -10]
11n_37,11n_37,[4; 8; -12; 2; -18; -6; -20; -22; -10; -16; -14]
11n_38,11n_38,[4; 8; -12; 2; -18; -6; -22; -20; -10; -16; -14]
11n_39,11n_39,[4; 8; 12; 2; -18; -16; 6; -20; -22; -14; -10]
11n_40,11n_40,[4; 8; -12; 2; 18; 16; -6; 20; 22; 14; 10]
11n_41,11n_41,[4; 8; -12; 2; -18; -16; -6; -20; -22; -14; -10]
11n_42,11n_42,[4; 8; 12; 2; -18; -20; 6; -10; -22; -14; -16]
11n_43,11n_43,[4; 8; -12; 2; 18; 20; -6; 10; 22; 14; 16]
11n_44,11n_44,[4; 8; -12; 2; -18; -20; -6; -10; -22; -14; -16]
11n_45,11n_45,[4; 8; 12; 2; -20; -18; 6; -10; -22; -14; -16]
11n_46,11n_46,[4; 8; -12; 2; 20; 18; -6; 10; 22; 14; 16]
11n_47,11n_47,[4; 8; -12; 2; -20; -18; -6; -10; -22; -14; -16]
11n_48,11n_48,[4; 8; -12; -16; 2; -18; -20; -22; -10; -6; -14]
11n_49,11n_49,[4; 8; -12; -16; 2; -18; -22; -20; -10; -6; -14]
11n_50,11n_50,[4; 8; -12; -18; 2; -16; -20; -6; -10; -22; -14]
