Name,DT Name,PD Notation
10_66,10a_40,[[1;11;2;10];[3;13;4;12];[5;19;6;18];[7;15;8;14];[9;5;10;4];[11;3;12;2];[13;17;14;16];[15;9;16;8];[17;1;18;20];[19;7;20;6]]
10_67,10a_37,[[1;14;2;15];[3;19;4;18];[5;17;6;16];[7;11;8;10];[9;1;10;20];[11;7;12;6];[13;2;14;3];[15;13;16;12];[17;5;18;4];[19;9;20;8]]
10_68,10a_67,[[1;11;2;10];[3;16;4;17];[5;14;6;15];[7;18;8;19];[9;13;10;12];[11;3;12;2];[13;20;14;1];[15;4;16;5];[17;8;18;9];[19;6;20;7]]
10_69,10a_38,[[2;13;3;14];[4;17;5;18];[6;2;7;1];[8;19;9;20];[10;7;11;8];[12;3;13;4];[14;12;15;11];[16;5;17;6];[18;16;19;15];[20;9;1;10]]
10_70,10a_22,[[2;15;3;16];[4;11;5;12];[6;13;7;14];[8;20;9;19];[10;7;11;8];[12;5;13;6];[14;18;15;17];[16;1;17;2];[18;10;19;9];[20;4;1;3]]
10_71,10a_10,[[1;4;2;5];[3;8;4;9];[11;15;12;14];[5;13;6;12];[13;7;14;6];[9;19;10;18];[15;20;16;1];[19;16;20;17];[17;11;18;10];[7;2;8;3]]
10_72,10a_4,[[2;15;3;16];[4;12;5;11];[6;14;7;13];[8;18;9;17];[10;8;11;7];[12;6;13;5];[14;20;15;19];[16;1;17;2];[18;10;19;9];[20;4;1;3]]
10_73,10a_3,[[2;15;3;16];[4;7;5;8];[6;13;7;14];[8;12;9;11];[10;17;11;18];[12;5;13;6];[14;20;15;19];[16;1;17;2];[18;9;19;10];[20;4;1;3]]
10_74,10a_62,[[1;12;2;13];[3;15;4;14];[5;17;6;16];[7;1;8;20];[9;19;10;18];[11;2;12;3];[13;11;14;10];[15;7;16;6];[17;5;18;4];[19;9;20;8]]
10_75,10a_27,[[1;14;2;15];[3;17;4;16];[5;18;6;19];[7;5;8;4];[9;20;10;1];[11;9;12;8];[13;2;14;3];[15;13;16;12];[17;6;18;7];[19;10;20;11]]
10_76,10a_73,[[2;11;3;12];[4;18;5;17];[6;20;7;19];[8;14;9;13];[10;16;11;15];[12;1;13;2];[14;10;15;9];[16;8;17;7];[18;6;19;5];[20;4;1;3]]
10_77,10a_18,[[1;7;2;6];[3;14;4;15];[5;9;6;8];[7;3;8;2];[9;18;10;19];[11;20;12;1];[13;16;14;17];[15;4;16;5];[17;12;18;13];[19;10;20;11]]
10_78,10a_17,[[1;7;2;6];[3;17;4;16];[5;9;6;8];[7;3;8;2];[9;13;10;12];[11;1;12;20];[13;18;14;19];[15;5;16;4];[17;14;18;15];[19;11;20;10]]
10_79,10a_78,[[6;2;7;1];[8;4;9;3];[12;6;13;5];[18;13;19;14];[16;9;17;10];[10;17;11;18];[20;15;1;16];[14;19;15;20];[2;8;3;7];[4;12;5;11]]
10_80,10a_8,[[1;17;2;16];[3;11;4;10];[5;19;6;18];[7;13;8;12];[9;5;10;4];[11;15;12;14];[13;9;14;8];[15;1;16;20];[17;3;18;2];[19;7;20;6]]
10_81,10a_7,[[4;2;5;1];[8;4;9;3];[12;6;13;5];[16;9;17;10];[20;17;1;18];[18;13;19;14];[14;19;15;20];[10;15;11;16];[6;12;7;11];[2;8;3;7]]
10_82,10a_83,[[1;12;2;13];[3;15;4;14];[5;19;6;18];[7;1;8;20];[9;2;10;3];[11;16;12;17];[13;9;14;8];[15;10;16;11];[17;5;18;4];[19;7;20;6]]
10_83,10a_87,[[2;7;3;8];[4;10;5;9];[6;1;7;2];[8;16;9;15];[10;17;11;18];[12;19;13;20];[14;6;15;5];[16;3;17;4];[18;13;19;14];[20;11;1;12]]
10_84,10a_50,[[2;10;3;9];[4;2;5;1];[6;13;7;14];[8;12;9;11];[10;4;11;3];[12;17;13;18];[14;20;15;19];[16;7;17;8];[18;6;19;5];[20;16;1;15]]
10_85,10a_86,[[2;7;3;8];[4;10;5;9];[6;1;7;2];[8;16;9;15];[10;17;11;18];[12;19;13;20];[14;6;15;5];[16;3;17;4];[18;11;19;12];[20;13;1;14]]
10_86,10a_84,[[2;7;3;8];[4;10;5;9];[6;1;7;2];[8;15;9;16];[10;18;11;17];[12;20;13;19];[14;4;15;3];[16;5;17;6];[18;14;19;13];[20;12;1;11]]
10_87,10a_39,[[2;11;3;12];[4;14;5;13];[6;1;7;2];[8;16;9;15];[10;8;11;7];[12;19;13;20];[14;18;15;17];[16;10;17;9];[18;4;19;3];[20;5;1;6]]
10_88,10a_11,[[4;2;5;1];[20;14;1;13];[8;3;9;4];[2;9;3;10];[14;7;15;8];[18;15;19;16];[12;6;13;5];[10;18;11;17];[16;12;17;11];[6;19;7;20]]
10_89,10a_21,[[2;7;3;8];[4;13;5;14];[6;12;7;11];[8;1;9;2];[10;15;11;16];[12;19;13;20];[14;18;15;17];[16;9;17;10];[18;5;19;6];[20;4;1;3]]
10_90,10a_92,[[2;9;3;10];[4;13;5;14];[6;20;7;19];[8;16;9;15];[10;3;11;4];[12;18;13;17];[14;1;15;2];[16;12;17;11];[18;8;19;7];[20;6;1;5]]
10_91,10a_106,[[6;2;7;1];[20;6;1;5];[16;9;17;10];[10;3;11;4];[2;18;3;17];[14;7;15;8];[8;15;9;16];[12;20;13;19];[18;12;19;11];[4;13;5;14]]
10_92,10a_46,[[1;9;2;8];[3;19;4;18];[5;12;6;13];[7;11;8;10];[9;3;10;2];[11;17;12;16];[13;4;14;5];[15;1;16;20];[17;7;18;6];[19;15;20;14]]
10_93,10a_101,[[2;17;3;18];[4;12;5;11];[6;20;7;19];[8;15;9;16];[10;6;11;5];[12;4;13;3];[14;7;15;8];[16;1;17;2];[18;13;19;14];[20;10;1;9]]
10_94,10a_91,[[1;9;2;8];[3;10;4;11];[5;14;6;15];[7;1;8;20];[9;17;10;16];[11;4;12;5];[13;19;14;18];[15;2;16;3];[17;13;18;12];[19;7;20;6]]
10_95,10a_47,[[2;16;3;15];[4;11;5;12];[6;17;7;18];[8;13;9;14];[10;19;11;20];[12;7;13;8];[14;2;15;1];[16;9;17;10];[18;5;19;6];[20;4;1;3]]
10_96,10a_24,[[1;16;2;17];[3;10;4;11];[5;1;6;20];[7;12;8;13];[9;4;10;5];[11;19;12;18];[13;6;14;7];[15;2;16;3];[17;15;18;14];[19;9;20;8]]
10_97,10a_12,[[2;12;3;11];[4;18;5;17];[6;13;7;14];[8;6;9;5];[10;20;11;19];[12;7;13;8];[14;2;15;1];[16;10;17;9];[18;4;19;3];[20;16;1;15]]
10_98,10a_96,[[1;10;2;11];[3;17;4;16];[5;13;6;12];[7;19;8;18];[9;15;10;14];[11;20;12;1];[13;7;14;6];[15;3;16;2];[17;9;18;8];[19;5;20;4]]
10_99,10a_103,[[6;2;7;1];[10;4;11;3];[16;11;17;12];[14;7;15;8];[8;15;9;16];[20;13;1;14];[12;19;13;20];[18;6;19;5];[2;10;3;9];[4;18;5;17]]
10_100,10a_104,[[2;9;3;10];[4;17;5;18];[6;12;7;11];[8;1;9;2];[10;16;11;15];[12;19;13;20];[14;8;15;7];[16;3;17;4];[18;5;19;6];[20;13;1;14]]
10_101,10a_45,[[2;12;3;11];[4;18;5;17];[6;14;7;13];[8;20;9;19];[10;6;11;5];[12;2;13;1];[14;10;15;9];[16;4;17;3];[18;16;19;15];[20;8;1;7]]
10_102,10a_97,[[2;9;3;10];[4;12;5;11];[6;18;7;17];[8;16;9;15];[10;19;11;20];[12;6;13;5];[14;1;15;2];[16;8;17;7];[18;4;19;3];[20;13;1;14]]
10_103,10a_105,[[2;9;3;10];[4;17;5;18];[6;12;7;11];[8;1;9;2];[10;16;11;15];[12;19;13;20];[14;8;15;7];[16;5;17;6];[18;3;19;4];[20;13;1;14]]
10_104,10a_118,[[6;2;7;1];[16;4;17;3];[18;9;19;10];[14;7;15;8];[20;13;1;14];[8;17;9;18];[10;19;11;20];[12;6;13;5];[4;12;5;11];[2;16;3;15]]
10_105,10a_72,[[1;11;2;10];[3;16;4;17];[5;1;6;20];[7;18;8;19];[9;13;10;12];[11;3;12;2];[13;7;14;6];[15;4;16;5];[17;8;18;9];[19;15;20;14]]
10_106,10a_95,[[1;15;2;14];[3;10;4;11];[5;17;6;16];[7;13;8;12];[9;2;10;3];[11;18;12;19];[13;1;14;20];[15;5;16;4];[17;7;18;6];[19;8;20;9]]
10_107,10a_66,[[1;11;2;10];[3;16;4;17];[5;1;6;20];[7;14;8;15];[9;13;10;12];[11;3;12;2];[13;18;14;19];[15;4;16;5];[17;8;18;9];[19;7;20;6]]
10_108,10a_119,[[1;15;2;14];[3;11;4;10];[5;12;6;13];[7;16;8;17];[9;3;10;2];[11;18;12;19];[13;1;14;20];[15;8;16;9];[17;6;18;7];[19;5;20;4]]
10_109,10a_93,[[6;2;7;1];[10;4;11;3];[18;11;19;12];[16;7;17;8];[8;17;9;18];[20;15;1;16];[12;19;13;20];[14;6;15;5];[2;10;3;9];[4;14;5;13]]
10_110,10a_100,[[1;14;2;15];[3;10;4;11];[5;1;6;20];[7;17;8;16];[9;4;10;5];[11;19;12;18];[13;2;14;3];[15;7;16;6];[17;13;18;12];[19;9;20;8]]
10_111,10a_98,[[1;9;2;8];[3;19;4;18];[5;11;6;10];[7;14;8;15];[9;3;10;2];[11;17;12;16];[13;1;14;20];[15;6;16;7];[17;5;18;4];[19;13;20;12]]
10_112,10a_76,[[2;10;3;9];[4;11;5;12];[6;19;7;20];[8;14;9;13];[10;15;11;16];[12;18;13;17];[14;1;15;2];[16;4;17;3];[18;5;19;6];[20;7;1;8]]
10_113,10a_36,[[2;8;3;7];[4;14;5;13];[6;11;7;12];[8;16;9;15];[10;2;11;1];[12;19;13;20];[14;18;15;17];[16;10;17;9];[18;4;19;3];[20;5;1;6]]
10_114,10a_77,[[1;8;2;9];[3;11;4;10];[5;14;6;15];[7;12;8;13];[9;17;10;16];[11;18;12;19];[13;6;14;7];[15;1;16;20];[17;2;18;3];[19;5;20;4]]
10_115,10a_94,[[6;2;7;1];[14;6;15;5];[20;15;1;16];[16;7;17;8];[8;19;9;20];[18;11;19;12];[10;4;11;3];[4;10;5;9];[12;17;13;18];[2;14;3;13]]
10_116,10a_120,[[2;16;3;15];[4;17;5;18];[6;12;7;11];[8;1;9;2];[10;4;11;3];[12;19;13;20];[14;8;15;7];[16;9;17;10];[18;5;19;6];[20;13;1;14]]
10_117,10a_99,[[1;14;2;15];[3;8;4;9];[5;18;6;19];[7;17;8;16];[9;20;10;1];[11;4;12;5];[13;7;14;6];[15;2;16;3];[17;13;18;12];[19;10;20;11]]
10_118,10a_88,[[6;2;7;1];[18;6;19;5];[20;13;1;14];[12;19;13;20];[14;7;15;8];[8;3;9;4];[2;16;3;15];[10;18;11;17];[16;10;17;9];[4;11;5;12]]
10_119,10a_85,[[1;16;2;17];[3;10;4;11];[5;1;6;20];[7;2;8;3];[9;14;10;15];[11;19;12;18];[13;4;14;5];[15;8;16;9];[17;7;18;6];[19;13;20;12]]
10_120,10a_102,[[2;10;3;9];[4;18;5;17];[6;12;7;11];[8;4;9;3];[10;16;11;15];[12;20;13;19];[14;8;15;7];[16;2;17;1];[18;14;19;13];[20;6;1;5]]
10_121,10a_90,[[2;11;3;12];[4;10;5;9];[6;2;7;1];[8;16;9;15];[10;17;11;18];[12;8;13;7];[14;20;15;19];[16;3;17;4];[18;6;19;5];[20;14;1;13]]
10_122,10a_89,[[1;8;2;9];[3;11;4;10];[5;12;6;13];[7;16;8;17];[9;15;10;14];[11;18;12;19];[13;1;14;20];[15;2;16;3];[17;6;18;7];[19;5;20;4]]
10_123,10a_121,[[8;2;9;1];[10;3;11;4];[12;6;13;5];[4;18;5;17];[18;11;19;12];[2;15;3;16];[16;10;17;9];[20;14;1;13];[14;7;15;8];[6;19;7;20]]
10_124,10n_21,[[1;9;2;8];[3;11;4;10];[5;13;6;12];[7;19;8;18];[9;3;10;2];[11;5;12;4];[14;20;15;19];[16;14;17;13];[17;7;18;6];[20;16;1;15]]
10_125,10n_15,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[20;15;1;16];[16;9;17;10];[18;11;19;12];[10;17;11;18];[12;19;13;20];[13;7;14;6];[7;3;8;2]]
10_126,10n_17,[[1;7;2;6];[4;15;5;16];[5;9;6;8];[7;3;8;2];[10;17;11;18];[12;19;13;20];[14;9;15;10];[16;3;17;4];[18;11;19;12];[20;13;1;14]]
10_127,10n_16,[[1;7;2;6];[4;15;5;16];[5;9;6;8];[7;3;8;2];[9;15;10;14];[11;19;12;18];[13;1;14;20];[16;3;17;4];[17;11;18;10];[19;13;20;12]]
10_128,10n_22,[[1;9;2;8];[3;11;4;10];[5;13;6;12];[7;19;8;18];[9;5;10;4];[11;3;12;2];[14;20;15;19];[16;14;17;13];[17;7;18;6];[20;16;1;15]]
10_129,10n_18,[[1;7;2;6];[3;17;4;16];[5;9;6;8];[7;3;8;2];[10;19;11;20];[12;17;13;18];[14;9;15;10];[15;5;16;4];[18;11;19;12];[20;13;1;14]]
10_130,10n_20,[[1;7;2;6];[4;15;5;16];[5;9;6;8];[7;3;8;2];[10;19;11;20];[12;17;13;18];[14;9;15;10];[16;3;17;4];[18;11;19;12];[20;13;1;14]]
10_131,10n_19,[[1;7;2;6];[4;15;5;16];[5;9;6;8];[7;3;8;2];[9;15;10;14];[11;19;12;18];[13;1;14;20];[16;3;17;4];[17;13;18;12];[19;11;20;10]]
10_132,10n_13,[[1;8;2;9];[3;18;4;19];[5;12;6;13];[7;10;8;11];[9;2;10;3];[11;6;12;7];[14;20;15;19];[16;14;17;13];[17;4;18;5];[20;16;1;15]]
10_133,10n_4,[[2;16;3;15];[4;2;5;1];[7;13;8;12];[9;7;10;6];[11;18;12;19];[13;9;14;8];[14;20;15;19];[16;4;17;3];[17;10;18;11];[20;6;1;5]]
10_134,10n_6,[[2;16;3;15];[4;2;5;1];[7;13;8;12];[9;7;10;6];[10;18;11;17];[13;9;14;8];[14;20;15;19];[16;4;17;3];[18;12;19;11];[20;6;1;5]]
10_135,10n_5,[[1;4;2;5];[3;16;4;17];[5;20;6;1];[7;13;8;12];[9;7;10;6];[10;18;11;17];[13;9;14;8];[15;2;16;3];[18;12;19;11];[19;14;20;15]]
10_136,10n_3,[[2;17;3;18];[4;2;5;1];[7;14;8;15];[9;7;10;6];[12;19;13;20];[13;8;14;9];[15;11;16;10];[16;3;17;4];[18;11;19;12];[20;6;1;5]]
10_137,10n_2,[[1;15;2;14];[4;8;5;7];[6;19;7;20];[9;17;10;16];[11;8;12;9];[13;3;14;2];[15;11;16;10];[17;12;18;13];[18;4;19;3];[20;5;1;6]]
10_138,10n_1,[[1;15;2;14];[4;8;5;7];[6;19;7;20];[8;12;9;11];[10;15;11;16];[12;18;13;17];[13;3;14;2];[16;9;17;10];[18;4;19;3];[20;5;1;6]]
10_139,10n_27,[[1;11;2;10];[4;18;5;17];[5;13;6;12];[7;15;8;14];[9;1;10;20];[11;3;12;2];[13;7;14;6];[16;4;17;3];[18;16;19;15];[19;9;20;8]]
10_140,10n_29,[[1;15;2;14];[3;10;4;11];[5;12;6;13];[6;18;7;17];[8;16;9;15];[11;4;12;5];[13;1;14;20];[16;8;17;7];[18;10;19;9];[19;3;20;2]]
10_141,10n_25,[[2;11;3;12];[4;9;5;10];[5;19;6;18];[7;15;8;14];[10;1;11;2];[12;3;13;4];[13;17;14;16];[15;9;16;8];[17;1;18;20];[19;7;20;6]]
10_142,10n_30,[[1;15;2;14];[4;12;5;11];[6;18;7;17];[8;16;9;15];[10;4;11;3];[12;6;13;5];[13;1;14;20];[16;8;17;7];[18;10;19;9];[19;3;20;2]]
10_143,10n_26,[[2;11;3;12];[4;9;5;10];[6;19;7;20];[7;15;8;14];[10;1;11;2];[12;3;13;4];[13;17;14;16];[15;9;16;8];[18;5;19;6];[20;17;1;18]]
10_144,10n_28,[[1;9;2;8];[3;16;4;17];[5;14;6;15];[7;11;8;10];[9;3;10;2];[12;20;13;19];[15;4;16;5];[17;6;18;7];[18;12;19;11];[20;14;1;13]]
10_145,10n_14,[[1;14;2;15];[3;18;4;19];[6;13;7;14];[8;6;9;5];[9;16;10;17];[11;2;12;3];[12;7;13;8];[15;20;16;1];[17;4;18;5];[19;10;20;11]]
10_146,10n_23,[[1;14;2;15];[4;10;5;9];[6;14;7;13];[8;17;9;18];[10;4;11;3];[12;8;13;7];[15;20;16;1];[16;11;17;12];[18;5;19;6];[19;3;20;2]]
10_147,10n_24,[[2;8;3;7];[3;18;4;19];[6;11;7;12];[8;16;9;15];[10;2;11;1];[13;4;14;5];[14;18;15;17];[16;10;17;9];[19;13;20;12];[20;5;1;6]]
10_148,10n_12,[[2;17;3;18];[4;9;5;10];[6;19;7;20];[7;13;8;12];[10;3;11;4];[11;15;12;14];[13;9;14;8];[16;1;17;2];[18;5;19;6];[20;15;1;16]]
10_149,10n_11,[[1;17;2;16];[4;9;5;10];[5;19;6;18];[7;13;8;12];[10;3;11;4];[11;15;12;14];[13;9;14;8];[15;1;16;20];[17;3;18;2];[19;7;20;6]]
10_150,10n_9,[[1;17;2;16];[3;7;4;6];[5;1;6;20];[8;14;9;13];[10;8;11;7];[11;18;12;19];[14;10;15;9];[15;3;16;2];[17;12;18;13];[19;5;20;4]]
10_151,10n_8,[[2;15;3;16];[4;19;5;20];[6;3;7;4];[8;14;9;13];[10;8;11;7];[11;18;12;19];[14;10;15;9];[16;1;17;2];[17;12;18;13];[20;5;1;6]]
10_152,10n_36,[[1;7;2;6];[3;9;4;8];[5;19;6;18];[7;3;8;2];[10;16;11;15];[12;20;13;19];[14;10;15;9];[16;12;17;11];[17;5;18;4];[20;14;1;13]]
10_153,10n_10,[[2;17;3;18];[3;11;4;10];[6;19;7;20];[7;13;8;12];[9;5;10;4];[11;15;12;14];[13;9;14;8];[16;1;17;2];[18;5;19;6];[20;15;1;16]]
10_154,10n_7,[[1;17;2;16];[3;7;4;6];[5;1;6;20];[8;14;9;13];[10;8;11;7];[12;18;13;17];[14;10;15;9];[15;3;16;2];[18;12;19;11];[19;5;20;4]]
10_155,10n_39,[[1;11;2;10];[3;13;4;12];[5;14;6;15];[6;19;7;20];[9;16;10;17];[11;3;12;2];[13;19;14;18];[15;8;16;9];[17;4;18;5];[20;7;1;8]]
10_156,10n_32,[[1;13;2;12];[3;8;4;9];[5;14;6;15];[7;18;8;19];[10;15;11;16];[11;1;12;20];[13;6;14;7];[16;9;17;10];[17;4;18;5];[19;3;20;2]]
10_157,10n_42,[[2;8;3;7];[3;10;4;11];[5;18;6;19];[8;15;9;16];[11;4;12;5];[14;1;15;2];[16;9;17;10];[17;13;18;12];[19;6;20;7];[20;13;1;14]]
10_158,10n_41,[[3;9;4;8];[4;11;5;12];[6;20;7;19];[9;17;10;16];[12;5;13;6];[14;1;15;2];[15;11;16;10];[17;3;18;2];[18;8;19;7];[20;13;1;14]]
10_159,10n_34,[[2;10;3;9];[4;11;5;12];[5;19;6;18];[7;1;8;20];[8;14;9;13];[10;15;11;16];[12;18;13;17];[14;1;15;2];[16;4;17;3];[19;7;20;6]]
10_160,10n_33,[[1;13;2;12];[4;18;5;17];[6;14;7;13];[8;4;9;3];[10;15;11;16];[11;1;12;20];[14;6;15;5];[16;9;17;10];[18;8;19;7];[19;3;20;2]]
10_161,10n_31,[[1;13;2;12];[4;18;5;17];[6;14;7;13];[8;4;9;3];[9;17;10;16];[11;1;12;20];[14;6;15;5];[15;11;16;10];[18;8;19;7];[19;3;20;2]]
10_162,10n_40,[[2;9;3;10];[5;12;6;13];[6;18;7;17];[8;16;9;15];[10;19;11;20];[11;4;12;5];[14;1;15;2];[16;8;17;7];[18;4;19;3];[20;13;1;14]]
10_163,10n_35,[[1;8;2;9];[3;11;4;10];[6;14;7;13];[9;17;10;16];[11;18;12;19];[12;8;13;7];[14;6;15;5];[15;1;16;20];[17;2;18;3];[19;5;20;4]]
10_164,10n_38,[[2;12;3;11];[3;16;4;17];[6;14;7;13];[8;15;9;16];[9;5;10;4];[12;2;13;1];[14;19;15;20];[17;10;18;11];[18;5;19;6];[20;8;1;7]]
10_165,10n_37,[[1;8;2;9];[3;12;4;13];[4;17;5;18];[7;2;8;3];[9;14;10;15];[11;17;12;16];[13;6;14;7];[15;20;16;1];[18;5;19;6];[19;11;20;10]]
11a_1,11a_1,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[16;12;17;11];[14;7;15;8];[6;15;7;16];[20;14;21;13];[22;18;1;17];[18;22;19;21];[12;20;13;19]]
11a_2,11a_2,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[14;8;15;7];[18;12;19;11];[22;20;1;19];[20;16;21;15];[16;22;17;21];[12;18;13;17];[6;14;7;13]]
11a_3,11a_3,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[14;8;15;7];[20;15;21;16];[18;11;19;12];[12;19;13;20];[22;17;1;18];[16;21;17;22];[6;14;7;13]]
11a_4,11a_4,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[14;8;15;7];[20;17;21;18];[18;11;19;12];[12;19;13;20];[22;15;1;16];[16;21;17;22];[6;14;7;13]]
11a_5,11a_5,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[16;14;17;13];[14;7;15;8];[6;15;7;16];[20;12;21;11];[22;17;1;18];[18;21;19;22];[12;20;13;19]]
11a_6,11a_6,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[16;8;17;7];[18;12;19;11];[22;20;1;19];[20;13;21;14];[12;21;13;22];[14;18;15;17];[6;16;7;15]]
11a_7,11a_7,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[16;8;17;7];[22;17;1;18];[18;11;19;12];[20;13;21;14];[12;19;13;20];[14;21;15;22];[6;16;7;15]]
11a_8,11a_8,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[16;8;17;7];[22;17;1;18];[18;11;19;12];[12;21;13;22];[20;13;21;14];[14;19;15;20];[6;16;7;15]]
11a_9,11a_9,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[18;12;19;11];[16;7;17;8];[6;17;7;18];[20;14;21;13];[22;16;1;15];[12;20;13;19];[14;22;15;21]]
11a_10,11a_10,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[18;12;19;11];[16;7;17;8];[6;17;7;18];[22;16;1;15];[12;22;13;21];[20;14;21;13];[14;20;15;19]]
11a_11,11a_11,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[16;8;17;7];[18;14;19;13];[14;18;15;17];[22;19;1;20];[20;11;21;12];[12;21;13;22];[6;16;7;15]]
11a_12,11a_12,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[18;16;19;15];[16;7;17;8];[6;17;7;18];[20;12;21;11];[22;14;1;13];[12;22;13;21];[14;20;15;19]]
11a_13,11a_13,[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[18;16;19;15];[16;7;17;8];[6;17;7;18];[22;12;1;11];[20;14;21;13];[14;20;15;19];[12;22;13;21]]
11a_14,11a_14,[[4;2;5;1];[8;4;9;3];[14;9;15;10];[12;5;13;6];[6;13;7;14];[18;11;19;12];[22;20;1;19];[20;16;21;15];[16;22;17;21];[10;17;11;18];[2;8;3;7]]
11a_15,11a_15,[[4;2;5;1];[8;4;9;3];[14;9;15;10];[12;5;13;6];[6;13;7;14];[20;15;21;16];[18;12;19;11];[10;20;11;19];[22;17;1;18];[16;21;17;22];[2;8;3;7]]
11a_16,11a_16,[[4;2;5;1];[8;4;9;3];[14;9;15;10];[12;5;13;6];[6;13;7;14];[20;17;21;18];[18;12;19;11];[10;20;11;19];[22;15;1;16];[16;21;17;22];[2;8;3;7]]
11a_17,11a_17,[[4;2;5;1];[8;4;9;3];[12;6;13;5];[16;9;17;10];[20;14;21;13];[22;17;1;18];[18;21;19;22];[14;20;15;19];[10;15;11;16];[6;12;7;11];[2;8;3;7]]
11a_18,11a_18,[[4;2;5;1];[8;4;9;3];[12;6;13;5];[18;16;19;15];[16;10;17;9];[10;18;11;17];[22;19;1;20];[20;13;21;14];[14;21;15;22];[6;12;7;11];[2;8;3;7]]
11a_19,11a_19,[[4;2;5;1];[8;4;9;3];[22;17;1;18];[12;5;13;6];[6;13;7;14];[18;12;19;11];[14;20;15;19];[16;9;17;10];[20;16;21;15];[10;22;11;21];[2;8;3;7]]
11a_20,11a_20,[[4;2;5;1];[8;4;9;3];[12;6;13;5];[18;9;19;10];[20;14;21;13];[22;16;1;15];[14;22;15;21];[16;20;17;19];[10;17;11;18];[6;12;7;11];[2;8;3;7]]
11a_21,11a_21,[[4;2;5;1];[8;4;9;3];[12;6;13;5];[18;9;19;10];[22;14;1;13];[20;16;21;15];[16;20;17;19];[14;22;15;21];[10;17;11;18];[6;12;7;11];[2;8;3;7]]
11a_22,11a_22,[[4;2;5;1];[8;4;9;3];[14;11;15;12];[12;5;13;6];[6;13;7;14];[20;16;21;15];[18;10;19;9];[10;20;11;19];[22;18;1;17];[16;22;17;21];[2;8;3;7]]
11a_23,11a_23,[[4;2;5;1];[8;4;9;3];[14;11;15;12];[12;5;13;6];[6;13;7;14];[20;18;21;17];[18;10;19;9];[10;20;11;19];[22;16;1;15];[16;22;17;21];[2;8;3;7]]
11a_24,11a_24,[[4;2;5;1];[8;4;9;3];[16;11;17;12];[12;5;13;6];[6;13;7;14];[22;18;1;17];[18;10;19;9];[10;22;11;21];[20;15;21;16];[14;19;15;20];[2;8;3;7]]
11a_25,11a_25,[[4;2;5;1];[8;4;9;3];[18;10;19;9];[12;5;13;6];[6;13;7;14];[14;19;15;20];[20;11;21;12];[22;18;1;17];[16;22;17;21];[10;16;11;15];[2;8;3;7]]
11a_26,11a_26,[[4;2;5;1];[8;4;9;3];[20;9;21;10];[12;5;13;6];[6;13;7;14];[18;12;19;11];[14;20;15;19];[10;16;11;15];[22;17;1;18];[16;21;17;22];[2;8;3;7]]
11a_27,11a_27,[[4;2;5;1];[22;14;1;13];[8;3;9;4];[2;9;3;10];[14;7;15;8];[20;15;21;16];[12;6;13;5];[10;17;11;18];[18;11;19;12];[16;19;17;20];[6;21;7;22]]
11a_28,11a_28,[[4;2;5;1];[20;14;21;13];[8;3;9;4];[2;9;3;10];[16;7;17;8];[22;16;1;15];[10;17;11;18];[12;6;13;5];[18;11;19;12];[6;19;7;20];[14;22;15;21]]
11a_29,11a_29,[[4;2;5;1];[20;16;21;15];[8;3;9;4];[2;9;3;10];[16;7;17;8];[22;14;1;13];[14;22;15;21];[10;17;11;18];[12;6;13;5];[18;11;19;12];[6;19;7;20]]
11a_30,11a_30,[[4;2;5;1];[12;6;13;5];[8;3;9;4];[2;9;3;10];[16;12;17;11];[10;18;11;17];[18;8;19;7];[22;19;1;20];[20;13;21;14];[14;21;15;22];[6;16;7;15]]
11a_31,11a_31,[[4;2;5;1];[8;4;9;3];[14;6;15;5];[22;16;1;15];[16;10;17;9];[20;18;21;17];[18;11;19;12];[10;19;11;20];[12;22;13;21];[6;14;7;13];[2;8;3;7]]
11a_32,11a_32,[[4;2;5;1];[8;4;9;3];[14;6;15;5];[22;16;1;15];[16;10;17;9];[10;22;11;21];[18;11;19;12];[20;17;21;18];[12;19;13;20];[6;14;7;13];[2;8;3;7]]
11a_33,11a_33,[[4;2;5;1];[8;4;9;3];[16;9;17;10];[14;5;15;6];[6;15;7;16];[18;11;19;12];[10;17;11;18];[22;19;1;20];[20;14;21;13];[12;22;13;21];[2;8;3;7]]
