Name,DT Name,PD Notation
12a_775,12a_775,[[1;5;2;4];[3;14;4;15];[5;19;6;18];[7;23;8;22];[9;21;10;20];[11;1;12;24];[13;17;14;16];[15;2;16;3];[17;13;18;12];[19;11;20;10];[21;9;22;8];[23;7;24;6]]
12a_776,12a_776,[[1;5;2;4];[3;15;4;14];[5;18;6;19];[7;23;8;22];[9;1;10;24];[11;16;12;17];[13;3;14;2];[15;20;16;21];[17;6;18;7];[19;12;20;13];[21;11;22;10];[23;9;24;8]]
12a_777,12a_777,[[1;5;2;4];[3;15;4;14];[5;18;6;19];[7;23;8;22];[9;1;10;24];[11;20;12;21];[13;3;14;2];[15;11;16;10];[17;6;18;7];[19;12;20;13];[21;17;22;16];[23;9;24;8]]
12a_778,12a_778,[[1;5;2;4];[3;15;4;14];[5;18;6;19];[7;22;8;23];[9;1;10;24];[11;20;12;21];[13;3;14;2];[15;11;16;10];[17;8;18;9];[19;12;20;13];[21;6;22;7];[23;17;24;16]]
12a_779,12a_779,[[1;5;2;4];[3;15;4;14];[5;18;6;19];[7;1;8;24];[9;16;10;17];[11;20;12;21];[13;3;14;2];[15;22;16;23];[17;6;18;7];[19;12;20;13];[21;10;22;11];[23;9;24;8]]
12a_780,12a_780,[[1;5;2;4];[3;14;4;15];[5;19;6;18];[7;1;8;24];[9;21;10;20];[11;17;12;16];[13;23;14;22];[15;2;16;3];[17;11;18;10];[19;7;20;6];[21;13;22;12];[23;9;24;8]]
12a_781,12a_781,[[1;5;2;4];[3;15;4;14];[5;18;6;19];[7;1;8;24];[9;23;10;22];[11;16;12;17];[13;3;14;2];[15;20;16;21];[17;6;18;7];[19;12;20;13];[21;11;22;10];[23;9;24;8]]
12a_782,12a_782,[[1;5;2;4];[3;15;4;14];[5;18;6;19];[7;1;8;24];[9;22;10;23];[11;20;12;21];[13;3;14;2];[15;9;16;8];[17;6;18;7];[19;12;20;13];[21;10;22;11];[23;17;24;16]]
12a_783,12a_783,[[1;5;2;4];[3;15;4;14];[5;18;6;19];[7;1;8;24];[9;23;10;22];[11;20;12;21];[13;3;14;2];[15;11;16;10];[17;6;18;7];[19;12;20;13];[21;17;22;16];[23;9;24;8]]
12a_784,12a_784,[[1;5;2;4];[3;15;4;14];[5;20;6;21];[7;17;8;16];[9;22;10;23];[11;19;12;18];[13;3;14;2];[15;13;16;12];[17;9;18;8];[19;24;20;1];[21;6;22;7];[23;10;24;11]]
12a_785,12a_785,[[1;5;2;4];[3;15;4;14];[5;21;6;20];[7;18;8;19];[9;17;10;16];[11;7;12;6];[13;3;14;2];[15;24;16;1];[17;23;18;22];[19;13;20;12];[21;10;22;11];[23;9;24;8]]
12a_786,12a_786,[[1;5;2;4];[3;15;4;14];[5;20;6;21];[7;19;8;18];[9;22;10;23];[11;17;12;16];[13;3;14;2];[15;13;16;12];[17;9;18;8];[19;24;20;1];[21;10;22;11];[23;6;24;7]]
12a_787,12a_787,[[1;5;2;4];[3;15;4;14];[5;20;6;21];[7;18;8;19];[9;22;10;23];[11;17;12;16];[13;3;14;2];[15;13;16;12];[17;24;18;1];[19;6;20;7];[21;10;22;11];[23;8;24;9]]
12a_788,12a_788,[[1;5;2;4];[3;15;4;14];[5;21;6;20];[7;18;8;19];[9;24;10;1];[11;7;12;6];[13;3;14;2];[15;8;16;9];[17;23;18;22];[19;13;20;12];[21;10;22;11];[23;17;24;16]]
12a_789,12a_789,[[1;5;2;4];[3;15;4;14];[5;20;6;21];[7;22;8;23];[9;17;10;16];[11;19;12;18];[13;3;14;2];[15;13;16;12];[17;11;18;10];[19;24;20;1];[21;6;22;7];[23;8;24;9]]
12a_790,12a_790,[[1;5;2;4];[3;15;4;14];[5;20;6;21];[7;22;8;23];[9;17;10;16];[11;19;12;18];[13;3;14;2];[15;13;16;12];[17;11;18;10];[19;24;20;1];[21;8;22;9];[23;6;24;7]]
12a_791,12a_791,[[1;5;2;4];[3;15;4;14];[5;20;6;21];[7;22;8;23];[9;19;10;18];[11;17;12;16];[13;3;14;2];[15;13;16;12];[17;11;18;10];[19;24;20;1];[21;6;22;7];[23;8;24;9]]
12a_792,12a_792,[[1;5;2;4];[3;15;4;14];[5;20;6;21];[7;22;8;23];[9;19;10;18];[11;17;12;16];[13;3;14;2];[15;13;16;12];[17;11;18;10];[19;24;20;1];[21;8;22;9];[23;6;24;7]]
12a_793,12a_793,[[1;5;2;4];[3;14;4;15];[5;20;6;21];[7;23;8;22];[9;24;10;1];[11;7;12;6];[13;17;14;16];[15;2;16;3];[17;8;18;9];[19;11;20;10];[21;12;22;13];[23;19;24;18]]
12a_794,12a_794,[[1;5;2;4];[3;14;4;15];[5;21;6;20];[7;23;8;22];[9;1;10;24];[11;17;12;16];[13;19;14;18];[15;2;16;3];[17;13;18;12];[19;11;20;10];[21;7;22;6];[23;9;24;8]]
12a_795,12a_795,[[1;5;2;4];[3;14;4;15];[5;21;6;20];[7;23;8;22];[9;1;10;24];[11;17;12;16];[13;19;14;18];[15;2;16;3];[17;13;18;12];[19;11;20;10];[21;9;22;8];[23;7;24;6]]
12a_796,12a_796,[[1;5;2;4];[3;14;4;15];[5;21;6;20];[7;23;8;22];[9;1;10;24];[11;19;12;18];[13;17;14;16];[15;2;16;3];[17;13;18;12];[19;11;20;10];[21;7;22;6];[23;9;24;8]]
12a_797,12a_797,[[1;5;2;4];[3;14;4;15];[5;21;6;20];[7;23;8;22];[9;1;10;24];[11;19;12;18];[13;17;14;16];[15;2;16;3];[17;13;18;12];[19;11;20;10];[21;9;22;8];[23;7;24;6]]
12a_798,12a_798,[[1;5;2;4];[3;14;4;15];[5;21;6;20];[7;1;8;24];[9;19;10;18];[11;23;12;22];[13;17;14;16];[15;2;16;3];[17;9;18;8];[19;13;20;12];[21;7;22;6];[23;11;24;10]]
12a_799,12a_799,[[1;5;2;4];[3;15;4;14];[5;20;6;21];[7;1;8;24];[9;22;10;23];[11;17;12;16];[13;3;14;2];[15;13;16;12];[17;9;18;8];[19;6;20;7];[21;10;22;11];[23;19;24;18]]
12a_800,12a_800,[[1;5;2;4];[3;14;4;15];[5;23;6;22];[7;1;8;24];[9;19;10;18];[11;21;12;20];[13;17;14;16];[15;2;16;3];[17;13;18;12];[19;11;20;10];[21;9;22;8];[23;7;24;6]]
12a_801,12a_801,[[1;5;2;4];[3;14;4;15];[5;23;6;22];[7;1;8;24];[9;21;10;20];[11;17;12;16];[13;19;14;18];[15;2;16;3];[17;13;18;12];[19;9;20;8];[21;11;22;10];[23;7;24;6]]
12a_802,12a_802,[[1;5;2;4];[3;14;4;15];[5;23;6;22];[7;1;8;24];[9;21;10;20];[11;19;12;18];[13;17;14;16];[15;2;16;3];[17;13;18;12];[19;11;20;10];[21;9;22;8];[23;7;24;6]]
12a_803,12a_803,[[1;5;2;4];[3;14;4;15];[5;1;6;24];[7;23;8;22];[9;21;10;20];[11;19;12;18];[13;17;14;16];[15;2;16;3];[17;13;18;12];[19;11;20;10];[21;9;22;8];[23;7;24;6]]
12a_804,12a_804,[[1;7;2;6];[3;8;4;9];[5;11;6;10];[7;17;8;16];[9;14;10;15];[11;21;12;20];[13;5;14;4];[15;2;16;3];[17;23;18;22];[19;1;20;24];[21;13;22;12];[23;19;24;18]]
12a_805,12a_805,[[1;7;2;6];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;19;10;18];[11;20;12;21];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;4;20;5];[21;12;22;13];[23;14;24;15]]
12a_806,12a_806,[[1;7;2;6];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;19;10;18];[11;20;12;21];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;4;20;5];[21;14;22;15];[23;12;24;13]]
12a_807,12a_807,[[1;7;2;6];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;19;10;18];[11;22;12;23];[13;24;14;1];[15;20;16;21];[17;3;18;2];[19;4;20;5];[21;14;22;15];[23;12;24;13]]
12a_808,12a_808,[[1;7;2;6];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;19;10;18];[11;24;12;1];[13;22;14;23];[15;20;16;21];[17;3;18;2];[19;4;20;5];[21;14;22;15];[23;12;24;13]]
12a_809,12a_809,[[1;7;2;6];[3;8;4;9];[5;11;6;10];[7;19;8;18];[9;16;10;17];[11;21;12;20];[13;23;14;22];[15;5;16;4];[17;2;18;3];[19;1;20;24];[21;13;22;12];[23;15;24;14]]
12a_810,12a_810,[[1;7;2;6];[3;8;4;9];[5;11;6;10];[7;19;8;18];[9;16;10;17];[11;21;12;20];[13;23;14;22];[15;5;16;4];[17;2;18;3];[19;1;20;24];[21;15;22;14];[23;13;24;12]]
12a_811,12a_811,[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;17;10;16];[11;5;12;4];[13;21;14;20];[15;11;16;10];[17;23;18;22];[19;1;20;24];[21;15;22;14];[23;19;24;18]]
12a_812,12a_812,[[1;7;2;6];[3;9;4;8];[5;12;6;13];[7;3;8;2];[9;17;10;16];[11;23;12;22];[13;4;14;5];[15;21;16;20];[17;1;18;24];[19;11;20;10];[21;15;22;14];[23;19;24;18]]
12a_813,12a_813,[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;19;10;18];[11;5;12;4];[13;21;14;20];[15;23;16;22];[17;11;18;10];[19;1;20;24];[21;15;22;14];[23;17;24;16]]
12a_814,12a_814,[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;19;10;18];[11;5;12;4];[13;21;14;20];[15;23;16;22];[17;11;18;10];[19;1;20;24];[21;17;22;16];[23;15;24;14]]
12a_815,12a_815,[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;18;10;19];[11;5;12;4];[13;20;14;21];[15;22;16;23];[17;24;18;1];[19;10;20;11];[21;14;22;15];[23;16;24;17]]
12a_816,12a_816,[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;18;10;19];[11;5;12;4];[13;20;14;21];[15;22;16;23];[17;24;18;1];[19;10;20;11];[21;16;22;17];[23;14;24;15]]
12a_817,12a_817,[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;23;10;22];[11;5;12;4];[13;19;14;18];[15;21;16;20];[17;1;18;24];[19;15;20;14];[21;11;22;10];[23;17;24;16]]
12a_818,12a_818,[[1;7;2;6];[3;9;4;8];[5;12;6;13];[7;3;8;2];[9;23;10;22];[11;17;12;16];[13;4;14;5];[15;20;16;21];[17;24;18;1];[19;11;20;10];[21;14;22;15];[23;18;24;19]]
12a_819,12a_819,[[1;7;2;6];[3;8;4;9];[5;13;6;12];[7;16;8;17];[9;19;10;18];[11;21;12;20];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;11;20;10];[21;4;22;5];[23;14;24;15]]
12a_820,12a_820,[[1;7;2;6];[3;8;4;9];[5;13;6;12];[7;16;8;17];[9;19;10;18];[11;21;12;20];[13;24;14;1];[15;22;16;23];[17;3;18;2];[19;11;20;10];[21;4;22;5];[23;14;24;15]]
12a_821,12a_821,[[1;7;2;6];[3;8;4;9];[5;13;6;12];[7;16;8;17];[9;21;10;20];[11;19;12;18];[13;24;14;1];[15;22;16;23];[17;3;18;2];[19;11;20;10];[21;4;22;5];[23;14;24;15]]
12a_822,12a_822,[[1;7;2;6];[3;9;4;8];[5;14;6;15];[7;3;8;2];[9;17;10;16];[11;21;12;20];[13;23;14;22];[15;4;16;5];[17;1;18;24];[19;11;20;10];[21;13;22;12];[23;19;24;18]]
12a_823,12a_823,[[1;7;2;6];[3;9;4;8];[5;14;6;15];[7;3;8;2];[9;17;10;16];[11;21;12;20];[13;23;14;22];[15;4;16;5];[17;1;18;24];[19;13;20;12];[21;11;22;10];[23;19;24;18]]
12a_824,12a_824,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;5;14;4];[15;22;16;23];[17;24;18;1];[19;10;20;11];[21;12;22;13];[23;16;24;17]]
12a_825,12a_825,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;5;14;4];[15;22;16;23];[17;24;18;1];[19;12;20;13];[21;10;22;11];[23;16;24;17]]
12a_826,12a_826,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;5;14;4];[15;24;16;1];[17;22;18;23];[19;10;20;11];[21;12;22;13];[23;16;24;17]]
12a_827,12a_827,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;5;14;4];[15;24;16;1];[17;22;18;23];[19;12;20;13];[21;10;22;11];[23;16;24;17]]
12a_828,12a_828,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;19;10;18];[11;23;12;22];[13;5;14;4];[15;21;16;20];[17;11;18;10];[19;1;20;24];[21;13;22;12];[23;17;24;16]]
12a_829,12a_829,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;19;10;18];[11;22;12;23];[13;5;14;4];[15;21;16;20];[17;13;18;12];[19;1;20;24];[21;17;22;16];[23;10;24;11]]
12a_830,12a_830,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;18;10;19];[11;22;12;23];[13;5;14;4];[15;20;16;21];[17;24;18;1];[19;12;20;13];[21;16;22;17];[23;10;24;11]]
12a_831,12a_831,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;20;10;21];[11;16;12;17];[13;5;14;4];[15;22;16;23];[17;10;18;11];[19;24;20;1];[21;12;22;13];[23;18;24;19]]
12a_832,12a_832,[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;23;10;22];[11;16;12;17];[13;5;14;4];[15;21;16;20];[17;10;18;11];[19;1;20;24];[21;13;22;12];[23;19;24;18]]
12a_833,12a_833,[[1;7;2;6];[3;8;4;9];[5;14;6;15];[7;17;8;16];[9;4;10;5];[11;21;12;20];[13;23;14;22];[15;2;16;3];[17;1;18;24];[19;11;20;10];[21;13;22;12];[23;19;24;18]]
12a_834,12a_834,[[1;7;2;6];[3;8;4;9];[5;14;6;15];[7;17;8;16];[9;4;10;5];[11;21;12;20];[13;23;14;22];[15;2;16;3];[17;1;18;24];[19;13;20;12];[21;11;22;10];[23;19;24;18]]
12a_835,12a_835,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;22;14;23];[15;5;16;4];[17;24;18;1];[19;10;20;11];[21;12;22;13];[23;14;24;15]]
12a_836,12a_836,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;22;14;23];[15;5;16;4];[17;24;18;1];[19;10;20;11];[21;14;22;15];[23;12;24;13]]
12a_837,12a_837,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;22;14;23];[15;5;16;4];[17;24;18;1];[19;14;20;15];[21;12;22;13];[23;10;24;11]]
12a_838,12a_838,[[1;7;2;6];[3;9;4;8];[5;16;6;17];[7;3;8;2];[9;19;10;18];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;4;18;5];[19;11;20;10];[21;13;22;12];[23;15;24;14]]
12a_839,12a_839,[[1;7;2;6];[3;9;4;8];[5;16;6;17];[7;3;8;2];[9;19;10;18];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;4;18;5];[19;11;20;10];[21;15;22;14];[23;13;24;12]]
12a_840,12a_840,[[1;7;2;6];[3;9;4;8];[5;16;6;17];[7;3;8;2];[9;19;10;18];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;4;18;5];[19;15;20;14];[21;13;22;12];[23;11;24;10]]
12a_841,12a_841,[[1;7;2;6];[3;9;4;8];[5;16;6;17];[7;3;8;2];[9;19;10;18];[11;21;12;20];[13;1;14;24];[15;23;16;22];[17;4;18;5];[19;13;20;12];[21;11;22;10];[23;15;24;14]]
12a_842,12a_842,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;18;10;19];[11;22;12;23];[13;20;14;21];[15;5;16;4];[17;24;18;1];[19;14;20;15];[21;12;22;13];[23;10;24;11]]
12a_843,12a_843,[[1;7;2;6];[3;9;4;8];[5;16;6;17];[7;3;8;2];[9;19;10;18];[11;23;12;22];[13;21;14;20];[15;1;16;24];[17;4;18;5];[19;15;20;14];[21;13;22;12];[23;11;24;10]]
12a_844,12a_844,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;20;10;21];[11;19;12;18];[13;22;14;23];[15;5;16;4];[17;13;18;12];[19;24;20;1];[21;14;22;15];[23;10;24;11]]
12a_845,12a_845,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;20;10;21];[11;18;12;19];[13;22;14;23];[15;5;16;4];[17;24;18;1];[19;10;20;11];[21;14;22;15];[23;12;24;13]]
12a_846,12a_846,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;20;10;21];[11;1;12;24];[13;18;14;19];[15;5;16;4];[17;22;18;23];[19;10;20;11];[21;14;22;15];[23;13;24;12]]
12a_847,12a_847,[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;20;10;21];[11;1;12;24];[13;22;14;23];[15;5;16;4];[17;13;18;12];[19;10;20;11];[21;14;22;15];[23;19;24;18]]
12a_848,12a_848,[[1;7;2;6];[3;8;4;9];[5;17;6;16];[7;14;8;15];[9;4;10;5];[11;20;12;21];[13;22;14;23];[15;3;16;2];[17;24;18;1];[19;10;20;11];[21;12;22;13];[23;18;24;19]]
12a_849,12a_849,[[1;7;2;6];[3;8;4;9];[5;17;6;16];[7;14;8;15];[9;4;10;5];[11;20;12;21];[13;22;14;23];[15;3;16;2];[17;24;18;1];[19;12;20;13];[21;10;22;11];[23;18;24;19]]
12a_850,12a_850,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;19;8;18];[9;4;10;5];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;2;18;3];[19;11;20;10];[21;13;22;12];[23;15;24;14]]
12a_851,12a_851,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;19;8;18];[9;4;10;5];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;2;18;3];[19;11;20;10];[21;15;22;14];[23;13;24;12]]
12a_852,12a_852,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;19;8;18];[9;4;10;5];[11;21;12;20];[13;23;14;22];[15;1;16;24];[17;2;18;3];[19;15;20;14];[21;13;22;12];[23;11;24;10]]
12a_853,12a_853,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;19;8;18];[9;4;10;5];[11;21;12;20];[13;1;14;24];[15;23;16;22];[17;2;18;3];[19;13;20;12];[21;11;22;10];[23;15;24;14]]
12a_854,12a_854,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;19;8;18];[9;4;10;5];[11;23;12;22];[13;21;14;20];[15;1;16;24];[17;2;18;3];[19;15;20;14];[21;13;22;12];[23;11;24;10]]
12a_855,12a_855,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;21;8;20];[9;18;10;19];[11;4;12;5];[13;23;14;22];[15;1;16;24];[17;10;18;11];[19;2;20;3];[21;13;22;12];[23;15;24;14]]
12a_856,12a_856,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;21;8;20];[9;18;10;19];[11;4;12;5];[13;23;14;22];[15;1;16;24];[17;10;18;11];[19;2;20;3];[21;15;22;14];[23;13;24;12]]
12a_857,12a_857,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;23;8;22];[9;18;10;19];[11;20;12;21];[13;4;14;5];[15;1;16;24];[17;12;18;13];[19;10;20;11];[21;2;22;3];[23;15;24;14]]
12a_858,12a_858,[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;23;8;22];[9;20;10;21];[11;18;12;19];[13;4;14;5];[15;1;16;24];[17;12;18;13];[19;10;20;11];[21;2;22;3];[23;15;24;14]]
12a_859,12a_859,[[1;7;2;6];[3;8;4;9];[5;19;6;18];[7;16;8;17];[9;4;10;5];[11;20;12;21];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;10;20;11];[21;12;22;13];[23;14;24;15]]
12a_860,12a_860,[[1;7;2;6];[3;8;4;9];[5;19;6;18];[7;16;8;17];[9;4;10;5];[11;20;12;21];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;10;20;11];[21;14;22;15];[23;12;24;13]]
12a_861,12a_861,[[1;7;2;6];[3;8;4;9];[5;19;6;18];[7;16;8;17];[9;4;10;5];[11;20;12;21];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;14;20;15];[21;12;22;13];[23;10;24;11]]
12a_862,12a_862,[[1;7;2;6];[3;8;4;9];[5;19;6;18];[7;16;8;17];[9;4;10;5];[11;20;12;21];[13;24;14;1];[15;22;16;23];[17;3;18;2];[19;12;20;13];[21;10;22;11];[23;14;24;15]]
12a_863,12a_863,[[1;7;2;6];[3;8;4;9];[5;19;6;18];[7;16;8;17];[9;4;10;5];[11;22;12;23];[13;20;14;21];[15;24;16;1];[17;3;18;2];[19;14;20;15];[21;12;22;13];[23;10;24;11]]
12a_864,12a_864,[[1;7;2;6];[3;8;4;9];[5;21;6;20];[7;16;8;17];[9;19;10;18];[11;4;12;5];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;11;20;10];[21;12;22;13];[23;14;24;15]]
12a_865,12a_865,[[1;7;2;6];[3;8;4;9];[5;21;6;20];[7;16;8;17];[9;19;10;18];[11;4;12;5];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;11;20;10];[21;14;22;15];[23;12;24;13]]
12a_866,12a_866,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;14;8;15];[9;18;10;19];[11;21;12;20];[13;24;14;1];[15;8;16;9];[17;22;18;23];[19;3;20;2];[21;4;22;5];[23;16;24;17]]
12a_867,12a_867,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;14;8;15];[9;20;10;21];[11;19;12;18];[13;24;14;1];[15;23;16;22];[17;3;18;2];[19;4;20;5];[21;17;22;16];[23;8;24;9]]
12a_868,12a_868,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;17;8;16];[9;14;10;15];[11;20;12;21];[13;19;14;18];[15;22;16;23];[17;1;18;24];[19;5;20;4];[21;2;22;3];[23;8;24;9]]
12a_869,12a_869,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;16;8;17];[9;18;10;19];[11;21;12;20];[13;22;14;23];[15;24;16;1];[17;8;18;9];[19;3;20;2];[21;4;22;5];[23;14;24;15]]
12a_870,12a_870,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;16;8;17];[9;18;10;19];[11;21;12;20];[13;24;14;1];[15;22;16;23];[17;8;18;9];[19;3;20;2];[21;4;22;5];[23;14;24;15]]
12a_871,12a_871,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;16;8;17];[9;20;10;21];[11;19;12;18];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;4;20;5];[21;8;22;9];[23;14;24;15]]
12a_872,12a_872,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;16;8;17];[9;20;10;21];[11;19;12;18];[13;24;14;1];[15;22;16;23];[17;3;18;2];[19;4;20;5];[21;8;22;9];[23;14;24;15]]
12a_873,12a_873,[[1;7;2;6];[3;10;4;11];[5;12;6;13];[7;17;8;16];[9;23;10;22];[11;4;12;5];[13;2;14;3];[15;21;16;20];[17;1;18;24];[19;9;20;8];[21;15;22;14];[23;19;24;18]]
12a_874,12a_874,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;16;8;17];[9;22;10;23];[11;19;12;18];[13;20;14;21];[15;24;16;1];[17;3;18;2];[19;4;20;5];[21;14;22;15];[23;8;24;9]]
12a_875,12a_875,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;17;8;16];[9;23;10;22];[11;20;12;21];[13;19;14;18];[15;9;16;8];[17;1;18;24];[19;5;20;4];[21;2;22;3];[23;15;24;14]]
12a_876,12a_876,[[1;7;2;6];[3;11;4;10];[5;13;6;12];[7;19;8;18];[9;3;10;2];[11;5;12;4];[13;21;14;20];[15;23;16;22];[17;9;18;8];[19;1;20;24];[21;15;22;14];[23;17;24;16]]
12a_877,12a_877,[[1;7;2;6];[3;11;4;10];[5;13;6;12];[7;19;8;18];[9;3;10;2];[11;5;12;4];[13;21;14;20];[15;23;16;22];[17;9;18;8];[19;1;20;24];[21;17;22;16];[23;15;24;14]]
12a_878,12a_878,[[1;7;2;6];[3;11;4;10];[5;13;6;12];[7;18;8;19];[9;3;10;2];[11;5;12;4];[13;20;14;21];[15;22;16;23];[17;24;18;1];[19;8;20;9];[21;14;22;15];[23;16;24;17]]
12a_879,12a_879,[[1;7;2;6];[3;11;4;10];[5;13;6;12];[7;18;8;19];[9;3;10;2];[11;5;12;4];[13;20;14;21];[15;22;16;23];[17;24;18;1];[19;8;20;9];[21;16;22;17];[23;14;24;15]]
12a_880,12a_880,[[1;7;2;6];[3;11;4;10];[5;13;6;12];[7;19;8;18];[9;5;10;4];[11;3;12;2];[13;21;14;20];[15;23;16;22];[17;9;18;8];[19;1;20;24];[21;17;22;16];[23;15;24;14]]
12a_881,12a_881,[[1;7;2;6];[3;11;4;10];[5;13;6;12];[7;18;8;19];[9;5;10;4];[11;3;12;2];[13;20;14;21];[15;22;16;23];[17;24;18;1];[19;8;20;9];[21;14;22;15];[23;16;24;17]]
12a_882,12a_882,[[1;7;2;6];[3;11;4;10];[5;13;6;12];[7;18;8;19];[9;5;10;4];[11;3;12;2];[13;20;14;21];[15;22;16;23];[17;24;18;1];[19;8;20;9];[21;16;22;17];[23;14;24;15]]
12a_883,12a_883,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;18;8;19];[9;16;10;17];[11;21;12;20];[13;24;14;1];[15;22;16;23];[17;8;18;9];[19;3;20;2];[21;4;22;5];[23;14;24;15]]
12a_884,12a_884,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;19;8;18];[9;22;10;23];[11;16;12;17];[13;21;14;20];[15;5;16;4];[17;2;18;3];[19;1;20;24];[21;15;22;14];[23;8;24;9]]
12a_885,12a_885,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;23;8;22];[9;14;10;15];[11;20;12;21];[13;19;14;18];[15;8;16;9];[17;1;18;24];[19;5;20;4];[21;2;22;3];[23;17;24;16]]
12a_886,12a_886,[[1;7;2;6];[3;10;4;11];[5;12;6;13];[7;23;8;22];[9;17;10;16];[11;4;12;5];[13;2;14;3];[15;20;16;21];[17;24;18;1];[19;9;20;8];[21;14;22;15];[23;18;24;19]]
12a_887,12a_887,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;23;8;22];[9;16;10;17];[11;19;12;18];[13;24;14;1];[15;20;16;21];[17;3;18;2];[19;4;20;5];[21;9;22;8];[23;14;24;15]]
12a_888,12a_888,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;23;8;22];[9;20;10;21];[11;19;12;18];[13;24;14;1];[15;9;16;8];[17;3;18;2];[19;4;20;5];[21;17;22;16];[23;14;24;15]]
12a_889,12a_889,[[1;7;2;6];[3;10;4;11];[5;13;6;12];[7;1;8;24];[9;16;10;17];[11;19;12;18];[13;20;14;21];[15;22;16;23];[17;3;18;2];[19;4;20;5];[21;14;22;15];[23;9;24;8]]
